EquivDiameter,Perimeter
300.4053914,1088.816
300.4075106,1026.542
300.4138681,1019.768
300.5049774,1079.045
300.5070959,1050.316
300.5939413,1038.128
300.6193547,1053.128
300.6722924,1076.435
300.6871132,1022.124
300.6998163,1068.488
300.7548565,1038.418
300.7739066,1069.422
300.8310495,1097.521
300.8373981,1078.031
300.8458626,1049.342
300.9474182,1050.271
300.989723,1049.648
300.991838,1028.27
301.0362513,1023.921
301.0827725,1032.165
301.0891157,1034.189
301.1377427,1077.275
301.1652241,1055.392
301.1800207,1053.652
301.2159524,1075.675
301.2476532,1008.785
301.3892095,1075.003
301.4356762,1042.468
301.4441239,1067.432
301.480024,1066.275
301.5771442,1014.658
301.5982532,1051.138
301.600364,1083.116
301.6151393,1066.064
301.6299138,1005.776
301.6404666,1013.813
301.6700125,1051.294
301.6847844,1073.571
301.6847844,1028.478
301.6868946,1048.599
301.6868946,1093.388
301.7079959,1036.269
301.77551,1042.205
301.7987145,1020.47
301.8408999,1076.261
301.9062757,1129.841
301.9294701,1066.952
301.9357956,1107.086
301.9463377,1026.442
301.9505544,1065.545
301.961096,1195.63
302.0243379,1058.745
302.0517386,1097.198
302.089674,1019.105
302.1065326,1058.192
302.1318188,1119.481
302.150782,1088.317
302.180278,1062.753
302.2329423,1057.855
302.3024451,1027.656
302.3487714,1065.587
302.5255885,1073.977
302.5487355,1066.553
302.5571521,1080.446
302.5592563,1092.347
302.5613604,1074.336
302.6497197,1033.77
302.7128178,1065.618
302.7191268,1022.505
302.7590813,1052.401
302.8200542,1065.356
302.8305656,1090.037
302.8684034,1009.725
302.878913,1065.249
302.8999313,1082.571
302.9083381,1078.081
302.969281,1062.088
302.990293,1072.061
303.0554208,1066.766
303.1562363,1099.699
303.2066314,1085.425
303.2465216,1079.909
303.3052977,1060.96
303.3115944,1067.662
303.3283851,1042.893
303.3283851,1097.796
303.3388788,1077.446
303.3409775,1055.163
303.4521879,1071.542
303.4626774,1036.092
303.4941435,1046.653
303.5318986,1091.04
303.5591632,1041.799
303.5717461,1060.571
303.6619079,1021.256
303.6849683,1086.063
303.8484369,1130.101
303.8568176,1103.397
303.9678392,1068.047
304.0851011,1080.984
304.1039425,1071.572
304.1353423,1044.995
304.1416219,1068.024
304.143715,1058.689
304.189761,1020.748
304.3299488,1036.035
304.3613253,1090.293
304.3968814,1074.004
304.4010642,1047.307
304.4094296,1065.022
304.428251,1060.865
304.5118874,1057.896
304.5244309,1078.61
304.5307024,1052.169
304.5369738,1060.226
304.6874492,1090.181
304.7104319,1083.134
304.7125212,1041.775
304.7396802,1113.897
304.7877248,1063.457
304.8378502,1094.517
304.9151108,1081.342
304.9777401,1093.992
304.9881771,1041.289
305.0048755,1093.025
305.0340956,1012.867
305.0674864,1052.343
305.0737468,1028.668
305.0800071,1079.089
305.1175659,1060.231
305.1405163,1103.919
305.1864118,1038.185
305.1926697,1072.009
305.2614987,1095.733
305.2698405,1073.038
305.2990352,1084.621
305.3198868,1134.894
305.3344821,1061.6
305.3428219,1051.986
305.3449069,1070.181
305.3615858,1091.178
305.4262079,1044.036
305.5470772,1108.382
305.5658285,1127.766
305.5949949,1082.968
305.6074939,1059.701
305.6908077,1088.136
305.7303738,1058.56
305.8677742,1011.417
305.8927494,1079.891
305.9114795,1071.953
305.9156416,1247.283
305.9530979,1073.069
306.057119,1080.363
306.1382309,1062.467
306.1403104,1071.166
306.1444694,1116.098
306.1694221,1101.269
306.2421891,1085.142
306.2546617,1072.943
306.2754483,1092.816
306.3793599,1080.903
306.5496988,1033.627
306.638985,1063.155
306.6846563,1055.692
306.7178675,1070.969
306.763527,1094.529
306.771828,1062.106
306.8008798,1082.44
306.8361532,1067.612
306.8465269,1108.007
306.9066878,1043.225
307.0539286,1156.093
307.1119759,1088.087
307.265334,1071.243
307.2736215,1093.586
307.3088406,1096.388
307.3357702,1082.991
307.3999773,1170.726
307.3999773,1092.082
307.4434649,1065.145
307.7125367,1073.76
307.7952807,1041.935
307.8614599,1155.858
307.8842057,1065.064
307.9586348,1133.189
308.0971077,1068.695
308.1053728,1057.513
308.1053728,1115.534
308.3697381,1046.325
308.4192814,1110.564
308.4502419,1093.874
308.4708805,1062.473
308.5121536,1036.381
308.5946832,1197.889
308.7349329,1074.036
308.7390569,1038.26
308.7720472,1059.737
308.8009107,1116.179
308.8606909,1101.567
308.8648133,1119.975
308.8813021,1081.712
308.9060337,1082.572
309.0008199,1138.087
309.0585016,1108.267
309.1244103,1077.341
309.138826,1114.942
309.1573595,1062.917
309.2747121,1084.945
309.305587,1047.276
309.3261685,1140.415
309.3899626,1059.084
309.4146536,1029.627
309.4681439,1082.347
309.4928286,1074.138
309.5401355,1126.203
309.5750968,1137.956
309.5853787,1044.47
309.5936041,1124.613
309.7025692,1064.37
309.7149025,1132.638
309.7416229,1095.258
309.7806716,1079.007
309.8608088,1085.018
309.9306551,1070.292
310.078513,1109.067
310.1010962,1059.166
310.1339415,1136.864
310.1749933,1077.868
310.2242483,1118.794
310.26734,1190.215
310.3063225,1096.341
310.3268377,1108.609
310.3494028,1073.393
310.3781197,1176.964
310.4109357,1039.343
310.4150375,1085.308
310.4642544,1082.381
310.4786078,1077.037
310.4991116,1097.632
310.5216642,1094.38
310.5688144,1051.198
310.6221059,1073.277
310.661044,1096.146
310.7737319,1095.858
310.8085544,1061.687
310.8290364,1164.144
310.8659007,1141.825
310.9826086,1140.196
310.9887499,1091.585
311.052203,1116.443
311.1729328,1131.395
311.2240754,1094.85
311.226121,1119.386
311.230212,1133.565
311.2731644,1073.575
311.3426939,1124.522
311.4060748,1067.403
311.4857939,1161.501
311.5164496,1067.935
311.5757088,1103.271
311.6962359,1164.13
311.7003207,1134.821
311.7432084,1162.038
311.7554609,1101.834
311.859588,1057.34
312.0024509,1065.907
312.0534576,1065.587
312.0942569,1099.381
312.0983365,1103.519
312.1391299,1051.538
312.1860358,1104.39
312.1860358,1087.242
312.188075,1124.781
312.1901142,1053.004
312.2145837,1125.301
312.2696331,1093.031
312.4469485,1061.077
312.4958454,1131.072
312.5610293,1058.497
312.6099083,1090.653
312.6221269,1151.651
312.6221269,1076.634
312.6241633,1060.544
312.6669242,1133.819
312.6852485,1092.1
312.6913564,1070.925
312.7341081,1136.843
312.8033129,1094.611
312.8358745,1111.913
312.9172637,1129.184
312.9518478,1108.051
313.0982789,1130.503
313.106412,1099.457
313.1653703,1133.607
313.2243176,1076.62
313.2405769,1129.944
313.2487063,1129.233
313.3624952,1075.07
313.3726529,1124.1
313.4112493,1158.937
313.5534052,1118.397
313.7847785,1106.588
313.8354955,1098.053
313.9612382,1116.981
313.9673212,1096.711
313.9734041,1109.772
314.0362542,1150.021
314.0382814,1095.843
314.1112523,1134.539
314.1497578,1065.949
314.1740747,1152.75
314.176101,1106.223
314.1902849,1118.121
314.2206768,1129.375
314.2956309,1084.672
314.4029664,1070.451
314.5021686,1089.383
314.581103,1121.666
314.7045249,1104.594
314.9795209,1121.69
314.9916475,1137.739
315.0320663,1073.069
315.1936896,1183.251
315.3330231,1273.205
315.413768,1200.683
315.4460602,1091.403
315.4642231,1149.645
315.5005457,1130.225
315.5772132,1171.758
315.7647681,1095.037
315.8957887,1066.6
315.974375,1108.022
315.9804193,1114.515
316.0811405,1110.736
316.0891968,1131.829
316.0952389,1172.352
316.0992669,1114.596
316.1012808,1141.441
316.1516262,1111.104
316.220083,1162.368
316.2744352,1162.569
316.2865122,1157.905
316.4092688,1108.853
316.4635885,1149.889
316.4716351,1110.302
316.6285024,1122.368
316.6566498,1088.013
316.6727329,1082.774
316.7330374,1164.715
316.7973495,1085.724
316.8475842,1088.405
316.8777212,1118.732
316.9038377,1091.875
316.9399953,1120.043
317.0765537,1104.024
317.1307592,1077.94
317.1909765,1147.917
317.2230878,1077.848
317.2291083,1121.923
317.2411489,1091.785
317.3575184,1091.847
317.4337373,1105.067
317.4838713,1121.15
317.513948,1108.719
317.6001518,1179.638
317.7103785,1088.437
317.8105514,1104.444
317.8185639,1203.338
317.9447336,1108.267
317.9947871,1178.357
318.0608457,1159.254
318.0668503,1147.524
318.1549054,1114.478
318.1709128,1120.351
318.1929216,1135.829
318.2429361,1088.996
318.2929426,1096.596
318.3809352,1131.686
318.4329193,1109.573
318.4928905,1142.445
318.5568473,1082.378
318.6647453,1101.326
318.7346597,1160.791
318.7825921,1075.684
318.796571,1153.44
318.8105494,1120.981
318.9023916,1093.895
318.9083804,1106.017
318.9403188,1115.52
319.1378662,1119.069
319.1957105,1134.74
319.219643,1100.196
319.2236316,1129.156
319.2535443,1078.541
319.2694966,1124.684
319.3671871,1128.926
319.5126706,1079.668
319.5863836,1194.35
319.5903676,1123.513
319.7238028,1211.485
319.7616325,1140.603
319.7994578,1099.039
319.9069367,1110.875
319.930816,1137.745
319.9328058,1097.037
319.9706108,1233.037
319.9905064,1161.915
320.0183581,1189.016
320.0521748,1122.763
320.1078651,1088.685
320.3285421,1134.764
320.3663004,1116.248
320.3901455,1149.201
320.4298833,1131.43
320.501399,1122.027
320.5947426,1071.17
320.6642362,1236.831
320.7138653,1264.547
320.7237902,1130.935
320.9162723,1136.801
321.0094953,1114.025
321.0451906,1107.182
321.1621639,1102.058
321.1819857,1107.628
321.2632421,1141.82
321.3107973,1135.253
321.3207038,1113.605
321.4177709,1149.98
321.483126,1125.616
321.6177554,1136.169
321.8116811,1134.946
321.95606,1150.387
322.1616388,1194.963
322.2189402,1086.127
322.2663544,1133.606
322.29796,1103.915
322.4006568,1137.112
322.9412502,1132.599
323.0003844,1222.335
323.071331,1180.158
323.1087688,1186.252
323.1127094,1141.172
323.1816615,1144.548
323.1895408,1144.187
323.3333045,1153.754
323.7071845,1145.17
323.7465152,1166.127
323.799604,1149.477
323.9430969,1136.792
323.9588183,1206.126
324.0570597,1259.908
324.2907545,1180.392
324.345717,1160.196
324.3614189,1104.57
324.3614189,1101.047
324.5144723,1143.233
324.7007861,1130.202
324.779202,1137.84
324.8262425,1142.012
324.8419212,1162.581
324.8575991,1156.62
324.9888717,1154.249
325.0789685,1186.993
325.0985514,1139.263
325.3021442,1139.537
325.3119291,1110.906
325.3314981,1093.874
325.4117184,1154.625
325.4254126,1111.879
325.4801835,1124.194
325.5564562,1136.826
325.7363109,1157.753
326.0020012,1156.057
326.0449602,1168.303
326.2167395,1218.142
326.5190856,1191.134
326.8523172,1206.297
327.0003111,1174.925
327.0450855,1170.688
327.1307239,1146.398
327.3349976,1169.542
327.3680585,1135.22
327.3952826,1175.084
327.4652771,1205.045
327.4788854,1129.158
327.6032779,1151.256
327.6848849,1123.665
327.7936625,1131.241
327.8888133,1151.132
328.0518649,1141.272
328.1353004,1213.89
328.1411206,1198.651
328.1702205,1126.361
328.3253764,1143.2
328.3951727,1159.78
328.9278497,1178.198
329.1368107,1129.571
329.1677566,1161.055
329.8980093,1117.431
329.9520378,1160.758
330.0600683,1167.001
330.0716409,1156.399
330.1372113,1136.724
330.3184263,1156.716
330.3820208,1116.254
330.5515463,1200.368
330.6863341,1149.584
330.6940346,1152.016
330.7036599,1173.178
330.7402338,1125.237
330.9903675,1181.857
331.0749854,1215.805
331.1576592,1137.663
331.1845718,1130.325
331.2710618,1215.677
331.3786622,1179.304
331.8624326,1145.822
331.9238133,1150.904
332.0446234,1178.19
332.3818919,1135.185
332.5140231,1185.231
332.7092515,1118.525
332.7762152,1181.978
332.96173,1194.135
333.0859862,1243.283
333.1089208,1189.561
333.2827897,1252.96
333.8095745,1210.109
333.8782242,1155.741
334.1431563,1135.452
334.2460229,1179.474
334.4212043,1180.408
334.6704891,1147.645
334.9271915,1224.156
335.466576,1188.866
335.4703714,1123.692
335.5955958,1228.134
335.9292992,1174.734
335.9596195,1194.981
336.2702443,1234.396
336.4519404,1210.626
337.0719964,1197.862
337.079551,1143.46
337.0965483,1226.968
337.3004488,1293.204
337.9340191,1240.715
338.1694194,1219.789
338.4535646,1233.517
338.5419584,1167.663
338.8445797,1181.556
338.9478977,1159.796
339.0023618,1196.254
339.0098734,1178.124
339.4171287,1198.799
339.441511,1208.656
339.4677668,1206.111
339.6383805,1182.444
339.6496267,1257.955
339.7133484,1168.399
340.3835761,1245.103
340.4078891,1196.528
340.8246813,1271.386
341.4554412,1179.116
341.4759494,1202.076
341.6418334,1251.82
341.654877,1214.367
342.0124515,1286.118
342.3306018,1193.866
342.5685561,1153.456
344.0742451,1209.112
344.264767,1338.893
344.5937701,1206.743
344.7304543,1169.293
344.7895442,1170.46
345.1217364,1241.752
346.298445,1189.983
346.4822318,1217.589
347.1503941,1199.819
348.4280663,1276.178
349.1362689,1284.958
349.2948699,1306.551
349.9649387,1220.012
350.1958876,1252.315
351.529502,1265.438
351.5403678,1246.469
352.7804878,1326.664
353.7374206,1289.679
358.3310133,1297.77
360.4019037,1271.97
361.0443066,1296.377
366.5791156,1265.623
384.2574271,1359.763
380.9913399,1279.356
386.0211353,1265.926
401.3335547,1326.959
403.8872417,1360.135
405.9170559,1348.888
406.5407797,1356.314
406.9524144,1362.228
408.7926333,1374.898
409.1646628,1368.233
410.3547523,1358.189
410.5796421,1335.884
411.2798886,1369.46
411.3387045,1373.51
412.6845302,1369.738
413.0730902,1385.807
413.441268,1391.532
414.9337269,1371.667
415.2113366,1381.938
415.9695994,1385.644
417.767053,1432.713
417.8280031,1427.056
418.1980839,1364.645
418.4415798,1417.944
418.7913571,1389.634
419.0071608,1410.302
419.2638528,1459.686
419.3473578,1368.731
419.544667,1395.699
419.5765313,1396.139
420.1739188,1415.439
420.3526666,1403.006
420.6539421,1404.377
421.4809616,1410.901
421.6561357,1379.183
421.7270907,1402.293
421.9610067,1430.241
422.6725213,1432.029
423.5061215,1414.336
423.651908,1425.6
424.2840712,1429.427
424.4850847,1442.904
424.9812107,1432.847
425.1354762,1402.05
425.4363575,1378.113
425.5620359,1425.362
425.8028158,1430.275
426.0912733,1408.745
427.5991328,1405.207
428.2760119,1463.258
428.3072266,1462.012
428.313172,1416.894
428.7900223,1444.937
428.870188,1440.778
429.2351979,1442.997
429.9154243,1449.277
430.0960442,1440.991
430.1759665,1465.758
430.9847146,1438.541
431.1634101,1466.009
431.1752221,1454.654
431.3789276,1476.383
431.3804034,1460.105
431.6371116,1476.39
431.9216727,1478.21
432.0646197,1460.102
432.4239887,1422.934
432.5917883,1463.469
432.6712496,1444.299
432.6918483,1438.437
432.9477789,1459.129
433.0506969,1469.066
433.8423471,1452.182
433.9934629,1439.844
434.5724974,1454.931
435.3072728,1503.932
435.4593421,1403.498
435.8977065,1447.234
435.9458996,1501.818
436.2349468,1505.818
436.7629123,1454.249
436.9334166,1485.141
437.2640346,1474.752
437.2654905,1496.077
437.6991371,1474.074
437.9623168,1489.751
437.9855737,1500.495
438.0931208,1465.681
438.4911061,1488.97
438.4940098,1456.767
438.6057866,1464.044
439.3294693,1499.481
439.7437084,1469.108
440.0143462,1455.551
440.0519618,1489.976
440.6938251,1504.648
441.1024533,1455.529
441.1789387,1475.473
441.2005831,1469.576
441.2986912,1477.762
441.476096,1456.617
441.7096423,1527.853
441.7442313,1457.451
441.7816996,1484.785
442.2958474,1506.502
442.6425955,1491.351
442.7662656,1476.91
442.8496515,1525.752
443.0379309,1479.127
443.3309701,1481.35
443.6238158,1481.09
443.8218077,1468.379
443.8433233,1475.51
443.8519292,1478.08
443.9164683,1499.695
444.0641558,1532.26
444.3694122,1485.027
444.597143,1508.453
444.7202696,1491.933
444.8719834,1530.105
444.9936033,1523.825
445.5497695,1510.721
445.5554849,1507.244
445.7326237,1480.302
445.8711429,1492.597
445.9339621,1527.693
445.9710784,1462.0
446.031029,1509.428
446.1637481,1506.752
446.4062509,1500.447
446.5203243,1478.855
446.5944564,1504.799
446.9720539,1480.479
447.0631994,1473.74
447.2696324,1483.123
447.2824423,1534.971
447.3678325,1515.306
447.5399865,1514.284
447.557056,1562.231
447.9238933,1512.321
447.9722138,1470.934
448.4026047,1508.395
448.5232673,1493.196
448.6396404,1508.225
448.7205161,1564.995
449.143103,1527.5
449.847004,1504.266
450.0068923,1511.124
450.1087384,1527.535
450.2218737,1537.846
450.2883274,1521.882
450.4607785,1510.578
450.5074138,1508.083
450.7814752,1509.379
450.8407861,1502.314
450.9127961,1538.969
450.9198552,1511.595
451.0779519,1560.008
451.5504999,1531.84
451.7041477,1511.116
451.7365621,1550.026
451.8577433,1496.093
452.1521063,1505.45
452.2548769,1514.903
452.3196245,1513.858
452.7711923,1496.088
453.4245351,1556.283
453.5101726,1532.14
453.5733374,1502.815
453.6070217,1533.725
454.1806745,1528.138
454.1904862,1575.185
454.4861399,1486.167
454.5981858,1574.43
454.6878026,1557.833
454.854387,1517.497
455.265687,1570.975
455.3118301,1525.029
455.3761431,1518.137
455.7269082,1524.028
456.0229617,1542.364
456.1234645,1564.022
456.2323175,1560.254
456.3425396,1524.86
456.749712,1525.584
457.1022085,1561.374
457.1732322,1532.775
457.2386756,1560.469
457.4126818,1532.137
457.5921867,1536.579
457.652006,1591.267
457.7535419,1551.378
457.7883093,1550.902
457.8912052,1590.236
457.9301328,1546.544
457.9593263,1536.308
458.3053362,1551.497
458.3233938,1541.203
458.3261719,1530.766
458.3553401,1583.383
458.8079053,1540.253
458.8578544,1566.762
458.9008618,1538.645
459.4831461,1563.293
459.5357926,1538.592
459.6673824,1572.499
459.7463182,1524.336
460.0245627,1531.455
460.0909842,1577.223
460.1034372,1527.732
460.2113488,1555.367
460.3704032,1576.623
460.6206297,1586.606
460.6413606,1529.386
460.6855834,1562.858
460.7836876,1565.85
460.928733,1545.005
461.290457,1525.144
461.3622158,1594.156
461.5622535,1578.125
461.8959167,1560.256
462.7248946,1588.556
462.8088111,1567.559
462.9284691,1526.465
462.9312195,1604.519
462.9710984,1550.635
463.0549703,1546.583
463.204802,1547.595
463.2295402,1539.35
463.4383879,1534.945
463.5098142,1555.86
463.5208018,1573.509
463.8338413,1604.737
463.8777598,1546.598
463.9134405,1570.87
464.0026302,1529.214
464.0479046,1572.037
464.0986615,1581.568
464.2975203,1542.564
464.3674434,1602.094
464.4346146,1566.793
464.6305893,1587.35
464.6388102,1575.747
465.2002281,1592.346
465.2713839,1556.114
465.3343203,1545.389
465.442387,1599.868
465.4970947,1602.527
465.6420391,1550.861
466.0602105,1620.307
466.1435267,1555.849
466.2145385,1565.459
466.2309243,1599.105
466.4575356,1600.63
466.6472038,1553.271
466.6567534,1631.451
466.6840369,1550.608
466.7672417,1598.192
466.9049744,1599.366
466.9226994,1557.612
467.0290354,1592.272
467.1857687,1547.307
467.3805898,1554.742
467.4541375,1583.298
467.5739682,1535.096
467.6978518,1542.958
467.8298673,1565.283
467.854361,1595.676
467.9632061,1534.393
467.9781703,1556.172
468.4486191,1588.837
468.459491,1545.501
468.7135484,1574.542
468.9851153,1599.927
469.2497417,1635.318
469.285014,1599.26
469.4762519,1591.411
469.8259751,1577.459
469.8612041,1608.021
470.0346006,1589.015
470.4258624,1558.175
470.6396327,1605.55
470.7167285,1563.305
470.8059816,1619.733
470.8073338,1588.111
471.1236394,1617.626
471.3127806,1578.182
471.5234486,1591.312
471.5869006,1618.159
471.9364087,1615.125
472.1076946,1619.861
472.2290406,1584.943
472.4069585,1595.654
472.5565194,1587.972
472.7248872,1606.945
472.7693263,1617.952
473.0008806,1585.869
473.029144,1572.654
473.1421808,1591.722
473.3345503,1569.123
473.54163,1613.423
473.7526506,1616.13
473.854767,1626.129
474.0240167,1581.113
474.0428185,1593.206
474.0817626,1635.591
474.1475576,1601.037
474.4804209,1633.063
474.4911545,1632.597
474.6172566,1640.204
474.7165049,1647.738
475.6770677,1607.597
475.6797444,1616.237
475.9205841,1612.656
475.9379733,1637.486
476.1211907,1635.951
476.3003279,1609.793
476.3310686,1593.538
476.829325,1634.814
476.8693767,1614.083
477.1963391,1643.858
477.5617381,1642.56
477.6203893,1593.298
477.6390495,1624.796
477.9148692,1617.553
478.0307459,1655.841
478.0600436,1606.14
478.3648996,1592.405
478.4101455,1663.533
478.7466939,1635.838
478.7679696,1630.826
478.8490747,1610.86
478.8597104,1628.676
479.0776905,1594.528
479.4575895,1649.901
479.8000374,1631.287
479.9897386,1578.418
480.0852241,1593.456
480.21516,1654.091
480.2814402,1672.524
480.2986716,1601.361
480.6683345,1662.937
481.049624,1602.238
481.1475455,1603.247
481.220312,1596.933
481.363167,1622.689
481.3724247,1639.252
481.5020132,1621.335
481.6183487,1655.89
481.8601837,1634.593
482.0358674,1653.298
482.3804443,1630.171
482.4860124,1612.474
482.6245355,1636.335
482.6667442,1640.716
482.67202,1623.533
482.7287315,1641.758
482.8263124,1626.402
482.9054176,1627.014
483.0240511,1653.91
483.2441049,1635.855
483.2599133,1639.468
483.3402646,1669.563
483.5101439,1610.186
483.6970739,1630.759
483.7905118,1594.423
483.9207683,1623.448
484.0444138,1653.655
484.2469137,1632.704
484.3428743,1671.122
484.3441887,1642.028
484.3612756,1644.594
484.4966346,1653.005
484.5439356,1623.758
484.6661086,1656.324
484.9602484,1664.133
485.1072514,1607.292
485.250274,1622.171
485.4706301,1607.624
485.5296371,1647.795
485.793114,1641.849
486.2214505,1612.79
486.5081072,1652.683
486.5787638,1641.868
486.6481019,1660.027
486.7789015,1646.095
487.1684764,1757.418
487.2076781,1677.124
487.2181313,1663.337
487.3095877,1672.052
487.3226515,1621.151
487.3526969,1664.973
487.4519642,1640.612
487.6439106,1648.501
488.1188818,1600.835
488.7171572,1654.357
488.7914017,1652.744
488.942461,1664.833
488.9632931,1674.447
489.5748406,1691.965
489.7243583,1657.968
489.977784,1648.893
490.4076581,1655.013
490.5270728,1696.319
490.8592043,1659.042
491.0433367,1715.619
491.2053679,1676.898
491.9293185,1654.448
492.0173113,1653.353
492.1583259,1658.79
492.5022837,1693.703
492.6250676,1660.623
492.7904543,1696.174
493.0371392,1627.569
493.1959338,1677.604
493.2617604,1686.806
493.6139774,1681.844
493.6178466,1683.208
493.8563837,1682.544
493.8950546,1634.627
494.116709,1699.14
494.4541545,1667.608
494.5674433,1680.348
494.7386147,1729.088
495.475391,1678.819
496.2713689,1682.466
496.4663171,1693.359
496.6150419,1638.311
497.2799123,1695.206
497.4219946,1672.373
498.3758395,1671.831
498.4141597,1648.761
498.7027439,1691.955
498.859735,1716.411
499.6515956,1692.04
499.7547892,1685.806
499.8248469,1747.118
499.8910741,1668.132
500.0782461,1687.198
501.1388371,1702.646
501.5870688,1687.798
502.3619581,1672.222
502.453192,1725.184
502.5064042,1689.617
502.9470883,1686.769
503.1052857,1739.161
503.359563,1716.787
503.3899159,1747.665
503.915742,1707.904
504.2087531,1690.464
504.3589814,1749.634
504.7728249,1773.379
505.1548241,1716.101
505.4609713,1706.597
505.5264602,1688.8
506.4487008,1780.967
506.504007,1671.7
507.0755694,1713.493
507.439526,1685.383
507.4947242,1715.349
507.5988317,1709.543
507.9285737,1715.46
508.5235735,1734.279
508.6212122,1732.071
508.7676351,1716.579
509.0678579,1735.247
509.2016502,1719.307
509.2191532,1685.938
509.2441563,1728.486
509.2554073,1722.932
509.2579075,1738.084
509.3891504,1754.602
509.6765167,1700.494
510.16342,1780.349
510.4403729,1706.37
510.6137038,1739.277
511.3413013,1737.704
511.4881902,1746.64
512.0019694,1779.422
512.5164756,1734.416
513.0118521,1735.169
513.3554789,1795.101
513.4236807,1753.619
514.0767191,1752.359
514.2153984,1755.004
515.2098219,1726.086
515.2407122,1770.466
515.7766741,1752.441
517.4082978,1739.133
518.2074415,1748.332
519.2187417,1776.585
520.1693336,1769.746
520.7833541,1753.363
520.7955782,1849.699
521.1438454,1785.693
522.157993,1763.646
522.6759,1765.021
523.2139795,1836.047
523.3380731,1772.436
524.5142845,1767.457
525.8561693,1811.572
526.9385735,1795.577
527.7365551,1810.955
528.032021,1845.855
530.7018061,1792.381
530.9716432,1812.571
532.538784,1847.94
532.894907,1817.278
533.0501881,1827.554
534.3646816,1770.662
535.635541,1802.309
535.7187318,1796.132
537.2400326,1839.808
537.381027,1812.548
542.1706318,1815.073
542.4042484,1787.859
545.5465304,1849.371
546.883372,1869.885
549.6376504,1921.685
554.3110259,1895.94
562.4084465,1884.557
565.8031152,1919.868
569.3743583,1985.37
240.7020819,793.417
241.1301662,789.77
248.1741657,825.148
250.4010411,822.642
252.0153467,891.505
254.7089472,865.763
256.4252519,855.523
258.4160747,882.474
261.2605955,893.456
262.3960778,893.989
262.5440329,905.416
263.0430698,867.59
263.8574204,899.793
265.8309011,898.191
265.9338588,924.19
265.9458281,914.595
266.0870245,918.716
266.3596327,897.584
266.8753897,909.933
266.956483,897.386
267.6661898,920.481
267.9181826,921.455
268.5139395,922.876
268.6277186,898.464
268.637198,911.133
269.0042682,910.081
269.437004,903.559
269.437004,903.261
270.3192385,921.48
270.6910833,929.955
270.8509606,901.703
271.2478946,916.524
271.4050983,930.73
271.4262083,951.333
271.5317335,915.319
271.969811,922.37
271.9885366,907.665
272.3394021,950.381
273.230905,930.427
273.4777703,942.69
273.6685888,942.558
273.7965023,964.919
273.9917459,936.527
274.1729189,930.334
274.1775628,931.502
274.5070782,934.857
274.5650505,958.477
274.8663095,940.712
274.8802058,944.279
274.9797753,930.813
275.0029259,965.459
275.0399627,920.796
275.0631082,950.19
275.1672387,945.536
275.2782678,939.011
275.5140562,927.753
275.5926075,964.522
275.8373592,953.234
275.8627455,934.18
275.8881295,977.357
275.9065891,929.595
276.0288528,936.317
276.540389,942.016
276.6439635,921.726
276.7843026,964.548
277.3770826,975.052
277.5789816,931.443
277.7555229,919.006
277.8494796,957.86
278.263885,920.166
278.588567,951.012
278.7187908,943.222
278.7461986,973.886
278.9288482,962.336
278.9836198,964.969
279.1547118,953.807
279.2618759,982.269
279.4988592,968.9
279.6514247,968.493
279.7219865,964.166
279.7470203,948.743
279.7720519,964.033
279.8130078,957.394
279.8243834,959.953
279.8994506,953.732
280.0267913,929.716
280.1381669,959.365
280.2994695,961.198
280.3289937,977.621
280.3903033,952.441
280.683042,954.989
280.7782864,960.372
280.8372311,955.718
281.1453555,952.938
281.2223339,961.586
281.2540247,937.54
281.2992912,962.323
281.3083436,955.511
281.4667138,983.348
281.5978673,946.201
281.6340368,970.321
281.7018421,970.848
281.7018421,949.778
281.8419215,951.604
281.8938687,932.813
282.078994,994.395
282.0993053,952.384
282.3113574,950.343
282.3496903,947.788
282.4240863,954.496
282.5525423,971.24
282.5705666,969.097
282.5818311,937.448
282.5885897,964.622
282.6088643,981.369
282.6381472,957.314
282.7237262,955.337
283.0207996,950.094
283.2366572,962.629
283.3063261,959.999
283.3647449,972.177
283.3917033,990.318
283.5331931,971.167
283.6005444,970.643
283.6992974,964.795
283.712761,981.824
283.7396864,934.028
283.9393033,965.707
284.0984477,989.467
284.13878,990.243
284.2104677,964.004
284.2283868,967.614
284.2306266,996.603
284.2619821,954.362
284.4075158,967.428
284.5485005,966.595
284.6558705,977.03
284.6827067,956.09
284.8257903,979.012
284.8906014,944.139
285.0559147,966.163
285.1117421,981.088
285.3751001,979.26
285.3907154,969.999
285.4040993,985.876
285.4397865,982.049
285.4442471,972.943
285.5334442,988.352
285.5936365,988.523
285.6203846,962.35
285.7028421,981.018
285.7540874,968.793
285.7652265,1007.701
285.7919585,943.894
285.9545244,958.611
286.0213055,966.933
286.0213055,951.839
286.116998,961.549
286.1570458,960.54
286.2304522,967.065
286.3238513,973.025
286.4149972,952.229
286.4505585,972.438
286.4750043,957.016
286.5150021,983.303
286.6416248,980.585
286.7149071,997.3
286.7304495,973.638
286.7681916,979.277
286.8059288,996.636
286.9102352,978.747
286.9146729,956.994
287.1231688,960.007
287.1985449,974.821
287.2849814,977.898
287.3248664,953.714
287.3270821,993.808
287.4134799,991.26
287.5264225,990.342
287.5352789,1005.197
287.7234123,985.505
287.7897829,964.019
287.9998557,974.566
287.9998557,978.923
