Eccentricity,roundness,Class
0.816509971,0.842666032,BOMBAY
0.768001215,0.863581657,BOMBAY
0.724408867,0.899600443,BOMBAY
0.79113039,0.84806486,BOMBAY
0.751659786,0.894811541,BOMBAY
0.811478333,0.833867079,BOMBAY
0.755249221,0.867410103,BOMBAY
0.794055374,0.837169313,BOMBAY
0.795031959,0.880245893,BOMBAY
0.765486391,0.866554056,BOMBAY
0.825548959,0.838264019,BOMBAY
0.835354851,0.842663986,BOMBAY
0.793153169,0.838351999,BOMBAY
0.784688244,0.876148722,BOMBAY
0.795623672,0.865077202,BOMBAY
0.786945804,0.874020427,BOMBAY
0.783259578,0.854111666,BOMBAY
0.82131105,0.842688489,BOMBAY
0.767873032,0.877988898,BOMBAY
0.730741362,0.892913061,BOMBAY
0.786568021,0.872064569,BOMBAY
0.759994769,0.898094799,BOMBAY
0.797184595,0.850197038,BOMBAY
0.808532472,0.848106647,BOMBAY
0.754722846,0.83806994,BOMBAY
0.771268473,0.887104165,BOMBAY
0.757560793,0.873757712,BOMBAY
0.804275259,0.829195275,BOMBAY
0.795825763,0.865613546,BOMBAY
0.835358987,0.833163929,BOMBAY
0.83228635,0.833677343,BOMBAY
0.815473983,0.826401433,BOMBAY
0.80502323,0.819204055,BOMBAY
0.786834855,0.864111531,BOMBAY
0.77580043,0.854907196,BOMBAY
0.787588085,0.859577917,BOMBAY
0.813527929,0.833768087,BOMBAY
0.819948488,0.835976722,BOMBAY
0.760363207,0.864015308,BOMBAY
0.728555411,0.881845931,BOMBAY
0.798376522,0.839631962,BOMBAY
0.781230349,0.861483347,BOMBAY
0.841340788,0.831697417,BOMBAY
0.801906351,0.834288599,BOMBAY
0.74019987,0.886893435,BOMBAY
0.79922123,0.852907069,BOMBAY
0.80328912,0.861556557,BOMBAY
0.786432179,0.822572417,BOMBAY
0.760625022,0.874375223,BOMBAY
0.75346017,0.890658652,BOMBAY
0.822435365,0.816277201,BOMBAY
0.813844155,0.84533867,BOMBAY
0.804678357,0.850618193,BOMBAY
0.784576773,0.872130461,BOMBAY
0.775650795,0.853192343,BOMBAY
0.719674178,0.890937708,BOMBAY
0.845284988,0.833459246,BOMBAY
0.810470702,0.853806683,BOMBAY
0.707001977,0.912682244,BOMBAY
0.756870603,0.895893267,BOMBAY
0.810544168,0.831864671,BOMBAY
0.834126191,0.813854253,BOMBAY
0.713925403,0.887859041,BOMBAY
0.83007437,0.824592115,BOMBAY
0.738757487,0.889662836,BOMBAY
0.720377032,0.888905151,BOMBAY
0.756913805,0.896219223,BOMBAY
0.756814721,0.868510099,BOMBAY
0.824610109,0.851080651,BOMBAY
0.788696578,0.870463257,BOMBAY
0.815169845,0.834916083,BOMBAY
0.773995183,0.857674622,BOMBAY
0.776567947,0.83898882,BOMBAY
0.788180139,0.864197102,BOMBAY
0.700603718,0.883657075,BOMBAY
0.797777077,0.858566817,BOMBAY
0.734079576,0.85413727,BOMBAY
0.787740233,0.872331896,BOMBAY
0.798579995,0.853272521,BOMBAY
0.770311209,0.869812822,BOMBAY
0.774367242,0.869443412,BOMBAY
0.790418086,0.841808896,BOMBAY
0.780312618,0.86127782,BOMBAY
0.790823874,0.857542001,BOMBAY
0.806493607,0.827180091,BOMBAY
0.740182875,0.889936117,BOMBAY
0.799104499,0.868294595,BOMBAY
0.72212432,0.908672401,BOMBAY
0.806465163,0.876943276,BOMBAY
0.800629029,0.845629945,BOMBAY
0.806738598,0.868197548,BOMBAY
0.784414055,0.829066299,BOMBAY
0.825208377,0.858710583,BOMBAY
0.799232312,0.856093443,BOMBAY
0.781032714,0.847877168,BOMBAY
0.778037997,0.878867617,BOMBAY
0.785114057,0.845073453,BOMBAY
0.81993278,0.838177431,BOMBAY
0.754815056,0.899053865,BOMBAY
0.790940189,0.883157289,BOMBAY
0.729693661,0.900029419,BOMBAY
0.820693835,0.856889603,BOMBAY
0.760053674,0.864044338,BOMBAY
0.712503289,0.897041077,BOMBAY
0.778864267,0.855265176,BOMBAY
0.788584341,0.86682129,BOMBAY
0.806690699,0.848202424,BOMBAY
0.785618328,0.863084757,BOMBAY
0.844751849,0.758416829,BOMBAY
0.812145171,0.832909174,BOMBAY
0.792732192,0.846810301,BOMBAY
0.829597171,0.838320523,BOMBAY
0.710518061,0.891838066,BOMBAY
0.788818326,0.845613879,BOMBAY
0.766296076,0.871267726,BOMBAY
0.804676337,0.863628422,BOMBAY
0.691669896,0.917609326,BOMBAY
0.729228705,0.861303973,BOMBAY
0.79649867,0.863248202,BOMBAY
0.768208999,0.851282885,BOMBAY
0.807109712,0.841607213,BOMBAY
0.832463864,0.826333154,BOMBAY
0.807028193,0.861094606,BOMBAY
0.777491708,0.871500369,BOMBAY
0.791827784,0.866585491,BOMBAY
0.817093087,0.82529774,BOMBAY
0.769005963,0.863970397,BOMBAY
0.813748237,0.808532898,BOMBAY
0.819454304,0.846862028,BOMBAY
0.793100038,0.872567264,BOMBAY
0.792681037,0.874036032,BOMBAY
0.76745234,0.868813582,BOMBAY
0.814125178,0.834529569,BOMBAY
0.770800216,0.868541677,BOMBAY
0.832532268,0.833073875,BOMBAY
0.728641811,0.905691301,BOMBAY
0.785290653,0.853021179,BOMBAY
0.793982285,0.843964868,BOMBAY
0.802723457,0.850165002,BOMBAY
0.81007302,0.848800992,BOMBAY
0.794406592,0.850292266,BOMBAY
0.688626991,0.901014467,BOMBAY
0.824981528,0.834642506,BOMBAY
0.796845999,0.867688549,BOMBAY
0.739439411,0.854972855,BOMBAY
0.843829857,0.808010806,BOMBAY
0.81634239,0.859678711,BOMBAY
0.794871003,0.858708166,BOMBAY
0.789977336,0.848362069,BOMBAY
0.668576945,0.906873665,BOMBAY
0.790197019,0.849291184,BOMBAY
0.776322666,0.873139066,BOMBAY
0.776212545,0.8770593,BOMBAY
0.75839327,0.901913894,BOMBAY
0.765175845,0.857443761,BOMBAY
0.779672291,0.833708195,BOMBAY
0.790096756,0.860623204,BOMBAY
0.794381762,0.867358192,BOMBAY
0.840403107,0.807776013,BOMBAY
0.769868483,0.886318231,BOMBAY
0.809938142,0.867048851,BOMBAY
0.787056268,0.855002023,BOMBAY
0.787846689,0.871668742,BOMBAY
0.744290547,0.890728542,BOMBAY
0.797610692,0.837182461,BOMBAY
0.793608541,0.872984246,BOMBAY
0.753033996,0.877471703,BOMBAY
0.84120581,0.825919899,BOMBAY
0.799942038,0.848444739,BOMBAY
0.855924066,0.818827445,BOMBAY
0.771532417,0.859188955,BOMBAY
0.753974953,0.878028583,BOMBAY
0.836745993,0.820134052,BOMBAY
0.774577472,0.799629034,BOMBAY
0.795294421,0.855190891,BOMBAY
0.772338574,0.865790956,BOMBAY
0.726449214,0.884364069,BOMBAY
0.795133675,0.798102963,BOMBAY
0.723717519,0.906043046,BOMBAY
0.812092608,0.864331718,BOMBAY
0.763773753,0.894686971,BOMBAY
0.794643882,0.863888756,BOMBAY
0.75362561,0.870123534,BOMBAY
0.776298976,0.865254454,BOMBAY
0.785785139,0.848562812,BOMBAY
0.819422158,0.851054362,BOMBAY
0.747538554,0.866984049,BOMBAY
0.784795183,0.849431759,BOMBAY
0.785275943,0.865710106,BOMBAY
0.70035497,0.900380347,BOMBAY
0.804505578,0.856682945,BOMBAY
0.80216333,0.862253109,BOMBAY
0.817755826,0.847293324,BOMBAY
0.801658757,0.831843996,BOMBAY
0.733986166,0.886622576,BOMBAY
0.853659382,0.810416148,BOMBAY
0.760160606,0.883168083,BOMBAY
0.796449695,0.850642682,BOMBAY
0.786302439,0.854613775,BOMBAY
0.822290479,0.846377604,BOMBAY
0.829133175,0.817118601,BOMBAY
0.804053018,0.861804713,BOMBAY
0.79585879,0.862722218,BOMBAY
0.846735265,0.807157656,BOMBAY
0.799303966,0.846020823,BOMBAY
0.800209818,0.849394514,BOMBAY
0.788862697,0.847293119,BOMBAY
0.762073452,0.879312309,BOMBAY
0.804057113,0.835881873,BOMBAY
0.791597299,0.854941363,BOMBAY
0.7647738,0.873576479,BOMBAY
0.805518772,0.867080107,BOMBAY
0.808407039,0.843001766,BOMBAY
0.79323677,0.852643246,BOMBAY
0.742897232,0.870703437,BOMBAY
0.846141626,0.782406047,BOMBAY
0.781661226,0.840623215,BOMBAY
0.762999966,0.865128802,BOMBAY
0.773766151,0.865495757,BOMBAY
0.837285088,0.801476578,BOMBAY
0.801487609,0.860445332,BOMBAY
0.80706325,0.869193905,BOMBAY
0.826164169,0.831615343,BOMBAY
0.831701502,0.849985781,BOMBAY
0.797126135,0.838144276,BOMBAY
0.833896143,0.807653539,BOMBAY
0.801399164,0.865247222,BOMBAY
0.788973839,0.846939419,BOMBAY
0.835778955,0.819646328,BOMBAY
0.787040298,0.848672533,BOMBAY
0.768153752,0.839644622,BOMBAY
0.712563462,0.898884524,BOMBAY
0.773662254,0.871726031,BOMBAY
0.753776829,0.878004838,BOMBAY
0.826659415,0.841572379,BOMBAY
0.776241976,0.867531735,BOMBAY
0.75462275,0.880609833,BOMBAY
0.697148261,0.908404716,BOMBAY
0.800707613,0.858845917,BOMBAY
0.782772808,0.844227291,BOMBAY
0.828894543,0.807399161,BOMBAY
0.80859809,0.843640852,BOMBAY
0.781591227,0.878991872,BOMBAY
0.778980775,0.857210879,BOMBAY
0.795805652,0.811731958,BOMBAY
0.747372158,0.908356725,CALI
0.636987114,0.920029115,CALI
0.77569004,0.892789726,CALI
0.72258815,0.914429543,CALI
0.864011494,0.788689675,CALI
0.799162267,0.854260064,CALI
0.720363573,0.886661697,CALI
0.80697124,0.84632069,CALI
0.838382964,0.843919906,CALI
0.805173976,0.85025672,CALI
0.836231556,0.829865519,CALI
0.660951387,0.907244614,CALI
0.827898128,0.848697943,CALI
0.800616222,0.864516475,CALI
0.832401765,0.817192715,CALI
0.808277868,0.834504078,CALI
0.807779129,0.827912767,CALI
0.708704064,0.869133231,CALI
0.806059118,0.848980993,CALI
0.7926811,0.873417943,CALI
0.854880123,0.834559148,CALI
0.810531519,0.834364582,CALI
0.821604177,0.8355005,CALI
0.79282715,0.882266994,CALI
0.817713549,0.857962864,CALI
0.783169393,0.862299217,CALI
0.798033715,0.877609255,CALI
0.815887951,0.878188425,CALI
0.827253235,0.849340491,CALI
0.826042363,0.836226215,CALI
0.784034479,0.890499083,CALI
0.735275342,0.864459823,CALI
0.816142909,0.839244151,CALI
0.840150402,0.803411754,CALI
0.819483259,0.868552301,CALI
0.793956543,0.85808598,CALI
0.743577709,0.886236776,CALI
0.819697094,0.810448111,CALI
0.791698124,0.851127803,CALI
0.834912559,0.830626927,CALI
0.827682177,0.832019458,CALI
0.843750686,0.794646218,CALI
0.819309586,0.844761475,CALI
0.784236743,0.857178108,CALI
0.809318484,0.855058809,CALI
0.794594122,0.850974353,CALI
0.836367936,0.809891542,CALI
0.790313002,0.842615415,CALI
0.79686796,0.836346064,CALI
0.812519908,0.86134348,CALI
0.858211481,0.800767989,CALI
0.778896067,0.880571242,CALI
0.812714275,0.827072397,CALI
0.831606207,0.835866769,CALI
0.790173606,0.848207756,CALI
0.751178891,0.870407315,CALI
0.842536203,0.805769078,CALI
0.778934484,0.826431513,CALI
0.773232728,0.860646334,CALI
0.864355261,0.786428636,CALI
0.744302619,0.869433423,CALI
0.789551313,0.857754271,CALI
0.794492373,0.850550934,CALI
0.783205329,0.889075137,CALI
0.820538199,0.812708811,CALI
0.857175627,0.79870305,CALI
0.763897061,0.876516983,CALI
0.787228933,0.901547178,CALI
0.813261752,0.830452593,CALI
0.771679777,0.902570365,CALI
0.819317014,0.846943288,CALI
0.745644339,0.861795853,CALI
0.832686113,0.808539807,CALI
0.812722861,0.829150081,CALI
0.820856751,0.824955328,CALI
0.832058917,0.84541249,CALI
0.854505594,0.797741474,CALI
0.819158825,0.82130017,CALI
0.804207199,0.82288822,CALI
0.816524236,0.830709788,CALI
0.798747599,0.858091332,CALI
0.832109684,0.831236491,CALI
0.821116453,0.843051571,CALI
0.809682094,0.838631007,CALI
0.809254969,0.850063029,CALI
0.75016981,0.895361268,CALI
0.812470373,0.8415435,CALI
0.811959337,0.839302622,CALI
0.835583773,0.81151161,CALI
0.790347965,0.85536123,CALI
0.830616882,0.852580424,CALI
0.772852917,0.843621821,CALI
0.794178345,0.852215795,CALI
0.769395693,0.859077375,CALI
0.791576121,0.844156752,CALI
0.773104028,0.888214023,CALI
0.820873748,0.843325611,CALI
0.779864602,0.855447951,CALI
0.821741765,0.808610456,CALI
0.809035175,0.874161474,CALI
0.825979979,0.831455795,CALI
0.828291811,0.830953342,CALI
0.783381179,0.86823024,CALI
0.77527561,0.86576178,CALI
0.787574592,0.901325847,CALI
0.862568365,0.794188097,CALI
0.810184672,0.865923642,CALI
0.793713506,0.870954938,CALI
0.794995162,0.875894835,CALI
0.818892622,0.864082053,CALI
0.809457974,0.835304966,CALI
0.768790002,0.839110377,CALI
0.777358815,0.89679637,CALI
0.792330024,0.847021948,CALI
0.811943246,0.818477292,CALI
0.795966527,0.860305066,CALI
0.810741166,0.864392642,CALI
0.787025042,0.875796694,CALI
0.805019433,0.85443845,CALI
0.786393577,0.859549177,CALI
0.792361858,0.838495417,CALI
0.839065029,0.808210825,CALI
0.824650215,0.841239642,CALI
0.794467186,0.842548311,CALI
0.778138814,0.853387304,CALI
0.796344124,0.824119515,CALI
0.76930122,0.910793921,CALI
0.823231573,0.853218005,CALI
0.820635725,0.813644771,CALI
0.81338955,0.812600726,CALI
0.78821277,0.857871445,CALI
0.787519787,0.85158962,CALI
0.815090407,0.802781046,CALI
0.776724467,0.875610636,CALI
0.798110362,0.852991252,CALI
0.781021185,0.855309428,CALI
0.825457536,0.837768905,CALI
0.783333062,0.875032868,CALI
0.810215919,0.835376661,CALI
0.768898917,0.898636624,CALI
0.787910025,0.859130338,CALI
0.804057815,0.833516162,CALI
0.819116286,0.83817725,CALI
0.773053043,0.854352024,CALI
0.818532237,0.827133422,CALI
0.804564531,0.833801065,CALI
0.826145436,0.849508129,CALI
0.82763076,0.823740507,CALI
0.84101491,0.823802757,CALI
0.756397678,0.869384801,CALI
0.807318419,0.837095321,CALI
0.823673539,0.85866283,CALI
0.839641806,0.793697709,CALI
0.747516105,0.904801483,CALI
0.787529461,0.878231224,CALI
0.818410945,0.863582335,CALI
0.76343038,0.891188398,CALI
0.749872361,0.873864755,CALI
0.80192282,0.875946784,CALI
0.80928454,0.864609668,CALI
0.807944801,0.854607701,CALI
0.766838421,0.892911564,CALI
0.800231193,0.856397221,CALI
0.76298151,0.884371661,CALI
0.823000671,0.837953174,CALI
0.828870342,0.843349842,CALI
0.832356442,0.81573417,CALI
0.789919656,0.855957783,CALI
0.815053532,0.846351156,CALI
0.828016978,0.817340189,CALI
0.812545196,0.848107572,CALI
0.767586657,0.887129116,CALI
0.750636121,0.882851019,CALI
0.807108773,0.856671784,CALI
0.789675132,0.851801646,CALI
0.796422647,0.895797521,CALI
0.840456033,0.824988497,CALI
0.838428898,0.829733927,CALI
0.811017858,0.831926333,CALI
0.842663986,0.807569026,CALI
0.824228275,0.841264351,CALI
0.797654197,0.879588011,CALI
0.787386627,0.861909711,CALI
0.796917841,0.854254393,CALI
0.787753679,0.857951297,CALI
0.839007636,0.833426799,CALI
0.770145872,0.860436984,CALI
0.800125672,0.888177876,CALI
0.844457464,0.792860981,CALI
0.76122198,0.866156616,CALI
0.777319138,0.866197253,CALI
0.795071318,0.837014218,CALI
0.748613534,0.899677744,CALI
0.831168689,0.796963049,CALI
0.803214596,0.82621209,CALI
0.822109888,0.849027238,CALI
0.806294768,0.828036019,CALI
0.835108619,0.834573839,CALI
0.833811325,0.82302918,CALI
0.768550831,0.8718214,CALI
0.795582474,0.860562925,CALI
0.816260916,0.844102567,CALI
0.848929169,0.80314067,CALI
0.837288479,0.830330831,CALI
0.815992242,0.826606879,CALI
0.798071778,0.855685018,CALI
0.838226104,0.822325002,CALI
0.862531851,0.784004354,CALI
0.785799157,0.836583929,CALI
0.843697254,0.812847597,CALI
0.816348656,0.841905605,CALI
0.817684275,0.851210553,CALI
0.826143168,0.858995071,CALI
0.828439635,0.84327841,CALI
0.71716336,0.8859104,CALI
0.803696418,0.878481462,CALI
0.793109252,0.84455501,CALI
0.785332189,0.863836139,CALI
0.83320371,0.809493464,CALI
0.843996137,0.821641326,CALI
0.823788506,0.862859319,CALI
0.796793616,0.858168465,CALI
0.793604033,0.856352435,CALI
0.802213198,0.87510709,CALI
0.791246089,0.87815147,CALI
0.822155049,0.814901882,CALI
0.821695229,0.791339788,CALI
0.798525438,0.865977555,CALI
0.789536159,0.847245048,CALI
0.831710712,0.811653628,CALI
0.777495517,0.890672688,CALI
0.797420039,0.880922154,CALI
0.807732638,0.86247837,CALI
0.766073287,0.892936338,CALI
0.806604379,0.879334583,CALI
0.804996551,0.862457162,CALI
0.842203207,0.8245279,CALI
0.788679359,0.880722003,CALI
0.82034438,0.822206818,CALI
0.811970537,0.863784705,CALI
0.835088203,0.810747771,CALI
0.811546175,0.838384942,CALI
0.790074356,0.865750477,CALI
0.856466989,0.807623488,CALI
0.784736947,0.855954489,CALI
0.814791014,0.8383146,CALI
0.821564313,0.848196665,CALI
0.799234396,0.85978716,CALI
0.793049068,0.863056921,CALI
0.812645513,0.837623166,CALI
0.788464849,0.848982123,CALI
0.834201216,0.827628434,CALI
0.767414903,0.881155614,CALI
0.795633145,0.887453737,CALI
0.772222931,0.903531765,CALI
0.808308559,0.860995714,CALI
0.787004602,0.873320485,CALI
0.801841916,0.860070079,CALI
0.836593355,0.813148992,CALI
0.844640388,0.80987618,CALI
0.806183903,0.835792976,CALI
0.858211215,0.800669736,CALI
0.827561975,0.835128222,CALI
0.832868149,0.817315791,CALI
0.802933508,0.855968457,CALI
0.822225933,0.846568483,CALI
0.775308127,0.86549886,CALI
0.837856385,0.815073059,CALI
0.78439097,0.843886962,CALI
0.789346376,0.834895599,CALI
0.804720936,0.879872351,CALI
0.740612973,0.886032546,CALI
0.779697919,0.881304243,CALI
0.795732996,0.87542229,CALI
0.836054222,0.82421062,CALI
0.812100511,0.832011203,CALI
0.81298521,0.815028924,CALI
0.835427276,0.814850671,CALI
0.784512702,0.865175603,CALI
0.832309172,0.835278873,CALI
0.841356792,0.814060464,CALI
0.839530552,0.793308999,CALI
0.813391493,0.842617521,CALI
0.825406131,0.848947843,CALI
0.801388258,0.849130871,CALI
0.810434599,0.845869549,CALI
0.815888703,0.864160608,CALI
0.808699332,0.869081364,CALI
0.838922741,0.835114297,CALI
0.814798548,0.827268093,CALI
0.815429431,0.845936246,CALI
0.828822991,0.828607538,CALI
0.814356849,0.806449098,CALI
0.776135174,0.860194217,CALI
0.817920071,0.813653417,CALI
0.837626082,0.820337109,CALI
0.81215638,0.863098335,CALI
0.827394006,0.848397872,CALI
0.829753522,0.809007144,CALI
0.795653988,0.825166379,CALI
0.800637964,0.849817103,CALI
0.824074406,0.861510004,CALI
0.819347873,0.866912157,CALI
0.799010301,0.880568621,CALI
0.81829119,0.849522196,CALI
0.824651761,0.857699388,CALI
0.846225277,0.817477117,CALI
0.814008133,0.80471284,CALI
0.816781044,0.827783454,CALI
0.825695756,0.867536894,CALI
0.800525428,0.871318204,CALI
0.798242385,0.837938816,CALI
0.831173766,0.844931496,CALI
0.815103675,0.84702884,CALI
0.749896111,0.870791551,CALI
0.815604146,0.847552353,CALI
0.791617374,0.872287637,CALI
0.806067865,0.827831025,CALI
0.810379178,0.86892091,CALI
0.79965139,0.861809738,CALI
0.834644135,0.829873283,CALI
0.776011749,0.860404805,CALI
0.830500162,0.842254734,CALI
0.808958166,0.845989369,CALI
0.805666725,0.851750678,CALI
0.840043892,0.809052609,CALI
0.807539844,0.872141282,CALI
0.806667535,0.830852947,CALI
0.761493515,0.843424699,CALI
0.807655115,0.838327093,CALI
0.8042812,0.878400168,CALI
0.827869879,0.831420346,CALI
0.849084242,0.812644299,CALI
0.838527391,0.824121605,CALI
0.83398249,0.846018281,CALI
0.82699329,0.841250681,CALI
0.840034319,0.800608913,CALI
0.840715973,0.818158083,CALI
0.81077781,0.844041175,CALI
0.834696241,0.812645178,CALI
0.803696273,0.85129381,CALI
0.839100443,0.808589147,CALI
0.834931945,0.852245288,CALI
0.808952045,0.830133715,CALI
0.822861059,0.8426819,CALI
0.809094372,0.841711787,CALI
0.787935299,0.87306219,CALI
0.796779868,0.844984659,CALI
0.794505548,0.854259127,CALI
0.845091229,0.81257626,CALI
0.795463677,0.869807907,CALI
0.796564729,0.858761116,CALI
0.828776044,0.819567274,CALI
0.824082123,0.832261514,CALI
0.808619565,0.83390506,CALI
0.823507361,0.824473979,CALI
0.803183122,0.873862678,CALI
0.805825673,0.876394652,CALI
0.811705007,0.875617945,CALI
0.823113853,0.836434276,CALI
0.810919058,0.848735304,CALI
0.795786853,0.876820533,CALI
0.815388241,0.836580224,CALI
0.802738013,0.888440059,CALI
0.823494205,0.849088559,CALI
0.785168752,0.847117433,CALI
0.809068494,0.839986594,CALI
0.823898513,0.814302852,CALI
0.794166905,0.867910833,CALI
0.789999847,0.876016096,CALI
0.815271176,0.846770428,CALI
0.803468112,0.850110704,CALI
0.808011828,0.846566328,CALI
0.805174838,0.883081768,CALI
0.858550792,0.781862221,CALI
0.830647173,0.81092359,CALI
0.820112637,0.851817272,CALI
0.811823668,0.87960978,CALI
0.846156827,0.8178113,CALI
0.815186079,0.823556004,CALI
0.840903827,0.822103125,CALI
0.79642784,0.8096459,CALI
0.819143955,0.802307623,CALI
0.772532157,0.880242101,CALI
0.817433134,0.852675705,CALI
0.812734405,0.815183713,CALI
0.843868519,0.842208726,CALI
0.834782304,0.819977079,CALI
0.831300757,0.833990961,CALI
0.833388027,0.843536402,CALI
0.802457064,0.858354391,CALI
0.799493982,0.839928213,CALI
0.82908732,0.824042527,CALI
0.836266346,0.833060676,CALI
0.8394129,0.807598253,CALI
0.805500878,0.837241098,CALI
0.804837664,0.884530946,CALI
0.829330637,0.84069712,CALI
0.785218248,0.849304864,CALI
0.726100217,0.892153292,CALI
0.801216901,0.843327544,CALI
0.796820163,0.873251672,CALI
0.817698288,0.852057827,CALI
0.820631527,0.850772298,CALI
0.862551506,0.81234391,CALI
0.824094941,0.83920759,CALI
0.842729428,0.84462504,CALI
0.838480818,0.802271173,CALI
0.819725905,0.830380989,CALI
0.787905523,0.877706955,CALI
0.817981645,0.85638243,CALI
0.782021151,0.886298059,CALI
0.831586582,0.838969971,CALI
0.77321743,0.869683598,CALI
0.825923216,0.763026757,CALI
0.786033012,0.874626711,CALI
0.797841135,0.858341169,CALI
0.821235077,0.849467212,CALI
0.793107011,0.875915386,CALI
0.812029944,0.842261689,CALI
0.814718959,0.849704773,CALI
0.808198684,0.857504979,CALI
0.815083553,0.836393258,CALI
0.793410949,0.8804685,CALI
0.821932987,0.850127128,CALI
0.818222339,0.826476011,CALI
0.776442343,0.883347044,CALI
0.822842757,0.858096056,CALI
0.817012481,0.878453185,CALI
0.787080372,0.859336082,CALI
0.855533926,0.796358644,CALI
0.815496835,0.859733806,CALI
0.827573088,0.811380164,CALI
0.818904916,0.848516578,CALI
0.836188132,0.816390951,CALI
0.828689711,0.848525789,CALI
0.830105017,0.827417017,CALI
0.798895925,0.842103819,CALI
0.833130506,0.836386467,CALI
0.828984375,0.839024293,CALI
0.791967775,0.874074814,CALI
0.811752361,0.837660483,CALI
0.804819997,0.847231309,CALI
0.81305388,0.868642226,CALI
0.799527019,0.866750706,CALI
0.851443831,0.796052611,CALI
0.811602825,0.873857056,CALI
0.823916662,0.844876759,CALI
0.822456587,0.854947149,CALI
0.777673793,0.852084944,CALI
0.773115444,0.878112612,CALI
0.80066714,0.853497518,CALI
0.807497657,0.849210332,CALI
0.818746181,0.84554576,CALI
0.820010425,0.834685507,CALI
0.831547127,0.825533602,CALI
0.803553671,0.857166838,CALI
0.798925093,0.875982897,CALI
0.782451726,0.855131549,CALI
0.819156368,0.827640628,CALI
0.813518988,0.820664686,CALI
0.786303437,0.847471504,CALI
0.794524037,0.864190854,CALI
0.800980974,0.868502853,CALI
0.821792861,0.856382899,CALI
0.820126607,0.834985421,CALI
0.822506491,0.845685431,CALI
0.812050945,0.854157961,CALI
0.785905815,0.878912138,CALI
0.815734085,0.835845515,CALI
0.81922584,0.840745305,CALI
0.797858121,0.860564304,CALI
0.821709737,0.829298802,CALI
0.808400648,0.869597824,CALI
0.804069045,0.859115098,CALI
0.829902661,0.813069174,CALI
0.803701945,0.832584136,CALI
0.854643081,0.818738757,CALI
0.770779916,0.880474505,CALI
0.835702865,0.846699246,CALI
0.808658622,0.845879441,CALI
0.787904554,0.863868264,CALI
0.801173714,0.839944441,CALI
0.810708889,0.859835284,CALI
0.824993163,0.850906741,CALI
0.829906935,0.821217713,CALI
0.777411198,0.876398526,CALI
0.812999921,0.832341661,CALI
0.785386236,0.861277485,CALI
0.807994464,0.875954047,CALI
0.821784979,0.841703333,CALI
0.824259691,0.868366027,CALI
0.828924124,0.812349048,CALI
0.843207858,0.80064917,CALI
0.776307862,0.888196758,CALI
0.816840315,0.856891392,CALI
0.819607262,0.838183404,CALI
0.814144419,0.872495902,CALI
0.824772106,0.849964959,CALI
0.814030738,0.853359067,CALI
0.81889881,0.848686872,CALI
0.795921585,0.889474267,CALI
0.812520752,0.862026957,CALI
0.830938931,0.831128422,CALI
0.785276235,0.864650792,CALI
0.819893162,0.858422359,CALI
0.766220513,0.8959431,CALI
0.795125402,0.828346968,CALI
0.812163096,0.865090219,CALI
0.800626078,0.853324442,CALI
0.824302425,0.808485735,CALI
0.825241923,0.838427074,CALI
0.812024329,0.838134894,CALI
0.81717397,0.858476936,CALI
0.781232836,0.860937351,CALI
0.841026657,0.842051926,CALI
0.831666788,0.793089083,CALI
0.833011873,0.819544537,CALI
0.79269686,0.85844201,CALI
0.839148788,0.848552844,CALI
0.832801757,0.820449667,CALI
0.788953274,0.878496499,CALI
0.824958891,0.859170598,CALI
0.7528121,0.869852962,CALI
0.8278176,0.845332218,CALI
0.831815497,0.83672544,CALI
0.820780382,0.826724444,CALI
0.802605922,0.884601248,CALI
0.779057511,0.866326878,CALI
0.842605273,0.822930519,CALI
0.829447939,0.822925797,CALI
0.789740343,0.836153022,CALI
0.806522115,0.846031577,CALI
0.81302316,0.833276144,CALI
0.825513913,0.871071457,CALI
0.800275121,0.850703869,CALI
0.78890881,0.884435182,CALI
0.809007878,0.827081262,CALI
0.829884823,0.85693969,CALI
0.814554342,0.827267355,CALI
0.814272171,0.849651017,CALI
0.829564526,0.830218782,CALI
0.810561284,0.823469603,CALI
0.797943527,0.85388987,CALI
0.836042748,0.83143806,CALI
0.8364824,0.831447232,CALI
0.790567644,0.878725489,CALI
0.853728565,0.793680824,CALI
0.822879238,0.818624887,CALI
0.837525835,0.823492061,CALI
0.81661435,0.852937833,CALI
0.809291423,0.833846721,CALI
0.821333402,0.828326946,CALI
0.782480755,0.886915418,CALI
0.770553029,0.878001834,CALI
0.815969523,0.872836361,CALI
0.791385713,0.865501336,CALI
0.785464785,0.870339669,CALI
0.821216536,0.860318805,CALI
0.817294912,0.859660622,CALI
0.852635995,0.817064854,CALI
0.816357068,0.851478307,CALI
0.841240308,0.814133555,CALI
0.817653775,0.861603585,CALI
0.783220939,0.866598192,CALI
0.803038784,0.869145755,CALI
0.808183862,0.88526208,CALI
0.84412384,0.844736332,CALI
0.810753784,0.872154691,CALI
0.812364372,0.820477903,CALI
0.830088236,0.855046757,CALI
0.825005266,0.821604979,CALI
0.806442947,0.87035166,CALI
0.840390646,0.819682985,CALI
0.816915952,0.840107291,CALI
0.825358945,0.856235639,CALI
0.831466191,0.839832737,CALI
0.798255109,0.853843866,CALI
0.787478593,0.86685493,CALI
0.82241336,0.845963639,CALI
0.848238927,0.805979045,CALI
0.855694396,0.809980511,CALI
0.803793982,0.850172768,CALI
