Area,AspectRation,ConvexArea,EquivDiameter,MinorAxisLength,Perimeter
163401.0,1.558042582,166883.0,456.1234645,367.5948999,1564.022
163479.0,1.764492581,165102.0,456.2323175,344.1510194,1560.254
163558.0,1.579231955,164798.0,456.3425396,363.9564508,1524.86
163850.0,1.479928614,166547.0,456.749712,377.4236767,1525.584
164103.0,1.656252739,166245.0,457.1022085,356.3089015,1561.374
164154.0,1.651518776,165847.0,457.1732322,356.9019467,1532.775
164201.0,1.549188005,166229.0,457.2386756,368.330017,1560.469
164326.0,1.571408085,165918.0,457.4126818,366.3518001,1532.137
164455.0,1.500268085,166145.0,457.5921867,374.2858071,1536.579
164498.0,1.785674793,168989.0,457.652006,345.4119747,1591.267
164571.0,1.633716366,166960.0,457.7535419,360.2032856,1551.378
164596.0,1.619224964,166206.0,457.7883093,360.6172305,1550.902
164670.0,1.876570398,167485.0,457.8912052,337.2340882,1590.236
164698.0,1.544434183,166443.0,457.9301328,369.0319236,1546.544
164719.0,1.550347807,166293.0,457.9593263,369.5414894,1536.308
164968.0,1.568035575,166784.0,458.3053362,367.2202006,1551.497
164981.0,1.449521112,167564.0,458.3233938,382.8316956,1541.203
164983.0,1.547316648,167334.0,458.3261719,370.1513026,1530.766
165004.0,1.722619716,170614.0,458.3553401,352.8829749,1583.383
165330.0,1.557588809,167922.0,458.8079053,368.8620488,1540.253
165366.0,1.643745027,168206.0,458.8578544,360.1940718,1566.762
165397.0,1.542990363,166731.0,458.9008618,370.2837764,1538.645
165817.0,1.694968483,169163.0,459.4831461,355.4534349,1563.293
165855.0,1.572547549,167630.0,459.5357926,367.622113,1538.592
165950.0,1.667026349,167660.0,459.6673824,357.0544198,1572.499
166007.0,1.523210992,167703.0,459.7463182,373.5564915,1524.336
166208.0,1.497838944,167540.0,460.0245627,377.1336328,1531.455
166256.0,1.658776416,169300.0,460.0909842,360.2287358,1577.223
166265.0,1.52004383,167521.0,460.1034372,374.0466381,1527.732
166343.0,1.599352186,168381.0,460.2113488,365.2635429,1555.367
166458.0,1.618443657,170734.0,460.3704032,365.0398184,1576.623
166639.0,1.582955266,170464.0,460.6206297,367.4490468,1586.606
166654.0,1.53702279,168540.0,460.6413606,372.5460256,1529.386
166686.0,1.686608155,168333.0,460.6855834,356.094922,1562.858
166757.0,1.616547912,169717.0,460.7836876,364.0076394,1565.85
166862.0,1.573791886,168545.0,460.928733,368.7448381,1545.005
167124.0,1.3509576,168590.0,461.290457,397.5550317,1525.144
167176.0,1.752243135,169856.0,461.3622158,351.0757001,1594.156
167321.0,1.597899254,170889.0,461.5622535,368.170441,1578.125
167563.0,1.5475413,169787.0,461.8959167,372.7615058,1560.256
168165.0,1.753842069,170374.0,462.7248946,350.5733646,1588.556
168226.0,1.476022667,171839.0,462.8088111,384.1188829,1567.559
168313.0,1.288203951,169751.0,462.9284691,408.3425662,1526.465
168315.0,1.83407568,171729.0,462.9312195,345.1358936,1604.519
168344.0,1.542303898,170623.0,462.9710984,374.4465735,1550.635
168405.0,1.579140438,170625.0,463.0549703,370.0301966,1546.583
168514.0,1.487856256,170385.0,463.204802,381.1117797,1547.595
168532.0,1.522881254,169925.0,463.2295402,376.7821062,1539.35
168684.0,1.582954097,169806.0,463.4383879,368.6418716,1534.945
168736.0,1.548475746,169852.0,463.5098142,372.935021,1555.86
168744.0,1.683386425,170252.0,463.5208018,357.8278181,1573.509
168972.0,1.741509405,171065.0,463.8338413,353.5306222,1604.737
169004.0,1.486769347,170517.0,463.8777598,380.9707667,1546.598
169030.0,1.593944764,170989.0,463.9134405,368.221092,1570.87
169095.0,1.389286239,171300.0,464.0026302,394.2119678,1529.214
169128.0,1.669509652,171304.0,464.0479046,360.9070447,1572.037
169165.0,1.615429877,171119.0,464.0986615,366.3766662,1581.568
169310.0,1.531055483,171788.0,464.2975203,376.7857755,1542.564
169361.0,1.589301212,171156.0,464.3674434,369.3906891,1602.094
169410.0,1.508914491,172175.0,464.4346146,380.042361,1566.793
169553.0,1.792998221,171550.0,464.6305893,348.7432745,1587.35
169559.0,1.606534305,172319.0,464.6388102,368.1300911,1575.747
169969.0,1.654128427,172267.0,465.2002281,363.5449397,1592.346
170021.0,1.561154788,171568.0,465.2713839,373.5774606,1556.114
170067.0,1.385376068,171795.0,465.3343203,396.7035678,1545.389
170146.0,1.709269724,173278.0,465.442387,357.5056244,1599.868
170186.0,1.524838632,174345.0,465.4970947,381.3481079,1602.527
170292.0,1.569456019,171705.0,465.6420391,372.5058108,1550.861
170598.0,1.718878331,172462.0,466.0602105,357.4440405,1620.307
170659.0,1.499377608,172297.0,466.1435267,381.5330734,1555.849
170711.0,1.606614562,172417.0,466.2145385,368.8767858,1565.459
170723.0,1.758452175,172911.0,466.2309243,353.1574058,1599.105
170889.0,1.616096148,173595.0,466.4575356,368.6053095,1600.63
171028.0,1.454914361,172608.0,466.6472038,387.7362456,1553.271
171035.0,1.70077288,175736.0,466.6567534,361.1593732,1631.451
171055.0,1.54473551,172890.0,466.6840369,376.6415788,1550.608
171116.0,1.695388631,174786.0,466.7672417,361.9939189,1598.192
171217.0,1.660981322,173525.0,466.9049744,362.6898829,1599.366
171230.0,1.503289537,172843.0,466.9226994,381.810275,1557.612
171308.0,1.660627592,173826.0,467.0290354,363.3694615,1592.272
171423.0,1.458528838,173027.0,467.1857687,387.5673869,1547.307
171566.0,1.507526392,173000.0,467.3805898,381.6426689,1554.742
171620.0,1.451952085,174696.0,467.4541375,389.903898,1583.298
171708.0,1.389742845,172804.0,467.5739682,397.3292133,1535.096
171799.0,1.428681991,173474.0,467.6978518,392.0910174,1542.958
171896.0,1.438229489,173913.0,467.8298673,391.7292611,1565.283
171914.0,1.624889486,174673.0,467.854361,368.3583724,1595.676
171994.0,1.467355884,173315.0,467.9632061,387.3556881,1534.393
172005.0,1.632103464,173578.0,467.9781703,367.2030392,1556.172
172351.0,1.63508358,173929.0,468.4486191,367.8191115,1588.837
172359.0,1.468653269,173829.0,468.459491,387.3404908,1545.501
172546.0,1.609684612,174186.0,468.7135484,370.9714792,1574.542
172746.0,1.628827602,176302.0,468.9851153,369.4322407,1599.927
172941.0,1.849597882,175771.0,469.2497417,347.714665,1635.318
172967.0,1.632891788,175602.0,469.285014,370.185916,1599.26
173108.0,1.472195218,175235.0,469.4762519,388.984863,1591.411
173366.0,1.54897182,175139.0,469.8259751,378.779386,1577.459
173392.0,1.732107619,175368.0,469.8612041,358.0876099,1608.021
173520.0,1.561406077,175941.0,470.0346006,377.2629071,1589.015
173809.0,1.450598607,175580.0,470.4258624,391.4866953,1558.175
173967.0,1.634928525,176528.0,470.6396327,370.0099489,1605.55
174024.0,1.5161829,175448.0,470.7167285,382.8731952,1563.305
174090.0,1.711207961,176752.0,470.8059816,362.7850013,1619.733
174091.0,1.525697954,176822.0,470.8073338,383.24983,1588.111
174325.0,1.645155093,177123.0,471.1236394,369.6825682,1617.626
174465.0,1.648621018,176301.0,471.3127806,367.9978452,1578.182
174621.0,1.554117273,177034.0,471.5234486,379.9937603,1591.312
174668.0,1.772011252,178496.0,471.5869006,356.5245112,1618.159
174927.0,1.819137421,177314.0,471.9364087,351.3940655,1615.125
175054.0,1.641976246,177343.0,472.1076946,370.082794,1619.861
175144.0,1.613187866,176889.0,472.2290406,372.9726482,1584.943
175276.0,1.650733797,177114.0,472.4069585,368.7638602,1595.654
175387.0,1.62068743,176888.0,472.5565194,372.2073688,1587.972
175512.0,1.608506276,177479.0,472.7248872,374.4872145,1606.945
175545.0,1.752907868,177735.0,472.7693263,358.5796123,1617.952
175717.0,1.561031494,178427.0,473.0008806,380.3224308,1585.869
175738.0,1.464870021,178091.0,473.029144,393.0693545,1572.654
175822.0,1.619423647,178759.0,473.1421808,374.2659261,1591.722
175965.0,1.538629156,177068.0,473.3345503,382.0314188,1569.123
176119.0,1.656354097,177629.0,473.54163,369.6122782,1613.423
176276.0,1.699375213,178364.0,473.7526506,365.5225515,1616.13
176352.0,1.524288543,180410.0,473.854767,386.3377341,1626.129
176478.0,1.5710673,177909.0,474.0240167,379.2914862,1581.113
176492.0,1.531945779,178253.0,474.0428185,383.5110041,1593.206
176521.0,1.682773791,181196.0,474.0817626,368.8891318,1635.591
176570.0,1.651457611,178203.0,474.1475576,369.668142,1601.037
176818.0,1.819158223,178964.0,474.4804209,353.8156187,1633.063
176826.0,1.803927678,179666.0,474.4911545,354.9426494,1632.597
176920.0,1.727731223,180242.0,474.6172566,362.913449,1640.204
176994.0,1.685649074,179689.0,474.7165049,367.6512764,1647.738
177711.0,1.620315907,179829.0,475.6770677,375.2245473,1607.597
177713.0,1.584840402,180176.0,475.6797444,379.3922209,1616.237
177893.0,1.622844237,181791.0,475.9205841,376.4234083,1612.656
177906.0,1.719614026,180773.0,475.9379733,365.3822061,1637.486
178043.0,1.746916174,181333.0,476.1211907,362.3502488,1635.951
178177.0,1.539650364,181200.0,476.3003279,385.3183285,1609.793
178200.0,1.459881996,180886.0,476.3310686,395.9361941,1593.538
178573.0,1.660692166,183684.0,476.829325,373.2696081,1634.814
178603.0,1.601940643,180147.0,476.8693767,377.3680425,1614.083
178848.0,1.85012157,180604.0,477.1963391,351.6060806,1643.858
179122.0,1.673780932,180813.0,477.5617381,369.8831772,1642.56
179166.0,1.487238954,181118.0,477.6203893,392.7594104,1593.298
179180.0,1.663791194,181677.0,477.6390495,372.5204849,1624.796
179387.0,1.679009403,181149.0,477.9148692,370.241889,1617.553
179474.0,1.61897009,183984.0,478.0307459,377.6808177,1655.841
179496.0,1.540377581,181511.0,478.0600436,386.020211,1606.14
179725.0,1.52092746,181562.0,478.3648996,388.9329689,1592.405
179759.0,1.757906192,182091.0,478.4101455,362.5224249,1663.533
180012.0,1.720923942,181815.0,478.7466939,365.2951232,1635.838
180028.0,1.684321184,183263.0,478.7679696,371.4404252,1630.826
180089.0,1.61282081,181809.0,478.8490747,377.714964,1610.86
180097.0,1.584378543,182527.0,478.8597104,381.9444587,1628.676
180261.0,1.440274802,182710.0,479.0776905,401.3581787,1594.528
180547.0,1.871552644,182425.0,479.4575895,351.8995746,1649.901
180805.0,1.70712795,184775.0,479.8000374,369.9237547,1631.287
180948.0,1.414004017,182446.0,479.9897386,404.2273452,1578.418
181020.0,1.530070267,182766.0,480.0852241,388.8031964,1593.456
181118.0,1.707424263,185974.0,480.21516,370.3584898,1654.091
181168.0,1.812994493,186215.0,480.2814402,360.1947076,1672.524
181181.0,1.428118992,183119.0,480.2986716,403.3586388,1601.361
181460.0,1.793230787,184707.0,480.6683345,360.1997962,1662.937
181748.0,1.483742604,183366.0,481.049624,395.9814683,1602.238
181822.0,1.441789179,183395.0,481.1475455,401.9407076,1603.247
181877.0,1.53018741,183602.0,481.220312,389.934948,1596.933
181985.0,1.529918789,184037.0,481.363167,390.6550596,1622.689
181992.0,1.767716771,184472.0,481.3724247,363.7281438,1639.252
182090.0,1.626591118,183882.0,481.5020132,379.3651246,1621.335
182178.0,1.726453763,183979.0,481.6183487,368.3386072,1655.89
182361.0,1.579301087,184578.0,481.8601837,385.2641755,1634.593
182494.0,1.587217161,189173.0,482.0358674,387.0123388,1653.298
182755.0,1.624841591,184677.0,482.3804443,379.60729,1630.171
182835.0,1.401442348,184739.0,482.4860124,408.7107613,1612.474
182940.0,1.658505396,185434.0,482.6245355,376.421904,1636.335
182972.0,1.472616428,185353.0,482.6667442,398.9277317,1640.716
182976.0,1.623356676,184527.0,482.67202,380.3828735,1623.533
183019.0,1.661436778,184890.0,482.7287315,375.9565751,1641.758
183093.0,1.568213865,185169.0,482.8263124,386.8273814,1626.402
183153.0,1.580436926,185326.0,482.9054176,385.1108888,1627.014
183243.0,1.632472488,187180.0,483.0240511,380.4553283,1653.91
183410.0,1.599003108,185080.0,483.2441049,384.2737319,1635.855
183422.0,1.633870023,186364.0,483.2599133,380.415314,1639.468
183483.0,1.691352487,187798.0,483.3402646,374.9097183,1669.563
183612.0,1.487197574,185076.0,483.5101439,396.9258523,1610.186
183754.0,1.663361709,185287.0,483.6970739,376.067177,1630.759
183825.0,1.445581163,185116.0,483.7905118,402.7620548,1594.423
183924.0,1.691241508,185666.0,483.9207683,373.1654798,1623.448
184018.0,1.66900222,186286.0,484.0444138,376.1729395,1653.655
184172.0,1.692309436,186777.0,484.2469137,373.8460925,1632.704
184245.0,1.612285545,189905.0,484.3428743,385.1374477,1671.122
184246.0,1.770449185,186178.0,484.3441887,365.2053645,1642.028
184259.0,1.663831989,186648.0,484.3612756,377.5461788,1644.594
184362.0,1.60130638,187863.0,484.4966346,384.505067,1653.005
184398.0,1.591806096,187032.0,484.5439356,385.6430029,1623.758
184491.0,1.614592802,187848.0,484.6661086,383.1531609,1656.324
184715.0,1.746847513,187214.0,484.9602484,368.5698852,1664.133
184827.0,1.52453509,186978.0,485.1072514,393.4595067,1607.292
184936.0,1.634271408,186576.0,485.250274,380.3633655,1622.171
185104.0,1.462471084,187253.0,485.4706301,402.5758805,1607.624
185149.0,1.750184884,186539.0,485.5296371,368.5878257,1647.795
185350.0,1.538792255,187679.0,485.793114,392.9410131,1641.849
185677.0,1.425173874,187533.0,486.2214505,408.7146632,1612.79
185896.0,1.594406776,187616.0,486.5081072,387.6740194,1652.683
185950.0,1.626210319,188551.0,486.5787638,383.0486918,1641.868
186003.0,1.692122189,187431.0,486.6481019,374.2694279,1660.027
186103.0,1.616262346,189236.0,486.7789015,384.8835009,1646.095
186401.0,1.868606281,191438.0,487.1684764,359.7590937,1757.418
186431.0,1.71392702,189926.0,487.2076781,375.0821166,1677.124
186439.0,1.640500489,188370.0,487.2181313,382.6947468,1663.337
186509.0,1.790951645,189519.0,487.3095877,366.1175097,1672.052
186519.0,1.421102592,188837.0,487.3226515,410.5504252,1621.151
186542.0,1.627004554,188989.0,487.3526969,383.9255226,1664.973
186618.0,1.556450257,188480.0,487.4519642,391.8326654,1640.612
186765.0,1.684313417,188680.0,487.6439106,377.526881,1648.501
187129.0,1.384631556,189047.0,488.1188818,416.2622526,1600.835
187588.0,1.461411333,189950.0,488.7171572,405.8803103,1654.357
187645.0,1.653875918,189828.0,488.7914017,381.280443,1652.744
187761.0,1.56201398,192202.0,488.942461,393.7663939,1664.833
187777.0,1.69376268,190000.0,488.9632931,376.9398753,1674.447
188247.0,1.804795679,194252.0,489.5748406,368.0132442,1691.965
188362.0,1.69344308,191016.0,489.7243583,377.824013,1657.968
188557.0,1.590095132,190364.0,489.977784,390.1882187,1648.893
188888.0,1.637346077,191255.0,490.4076581,384.8905254,1655.013
188980.0,1.734588059,192822.0,490.5270728,374.7298894,1696.319
189236.0,1.564353749,191867.0,490.8592043,394.2323971,1659.042
189378.0,1.720526247,195616.0,491.0433367,378.4024657,1715.619
189503.0,1.744760633,191559.0,491.2053679,373.2266916,1676.898
190062.0,1.641789728,191654.0,491.9293185,384.6502895,1654.448
190130.0,1.640321486,191870.0,492.0173113,385.2937073,1653.353
190239.0,1.559804458,192195.0,492.1583259,394.5142925,1658.79
190505.0,1.722090977,192570.0,492.5022837,376.3201004,1693.703
190600.0,1.569669122,192978.0,492.6250676,394.902905,1660.623
190728.0,1.805130547,192377.0,492.7904543,368.9420171,1696.174
190919.0,1.4600779,192563.0,493.0371392,408.8116613,1627.569
191042.0,1.615176765,193440.0,493.1959338,389.4610204,1677.604
191093.0,1.644896748,194125.0,493.2617604,386.4785077,1686.806
191366.0,1.676863533,193330.0,493.6139774,383.3926337,1681.844
191369.0,1.705527085,194562.0,493.6178466,381.3812679,1683.208
191554.0,1.646398564,193468.0,493.8563837,385.9308518,1682.544
191584.0,1.379090144,193466.0,493.8950546,421.0280125,1634.627
191756.0,1.769411393,193517.0,494.116709,373.0010084,1699.14
192018.0,1.655129129,193459.0,494.4541545,385.1775668,1667.608
192106.0,1.485391667,194851.0,494.5674433,407.4641658,1680.348
192239.0,1.863547963,194337.0,494.7386147,364.1296181,1729.088
192812.0,1.731397064,194740.0,495.475391,378.2192824,1678.819
193432.0,1.64804798,195899.0,496.2713689,387.7218947,1682.466
193584.0,1.630959409,197382.0,496.4663171,390.5938548,1693.359
193700.0,1.344731327,195583.0,496.6150419,429.9621282,1638.311
194219.0,1.63171294,197270.0,497.2799123,392.1446533,1695.206
194330.0,1.586456187,196056.0,497.4219946,395.8854849,1672.373
195076.0,1.586114971,196829.0,498.3758395,397.1060279,1671.831
195106.0,1.534219435,197343.0,498.4141597,404.0092287,1648.761
195332.0,1.553225914,198864.0,498.7027439,402.3179203,1691.955
195455.0,1.596965085,198403.0,498.859735,396.8950789,1716.411
196076.0,1.631368875,199295.0,499.6515956,393.1082329,1692.04
196157.0,1.646310546,198513.0,499.7547892,390.6051794,1685.806
196212.0,1.845148415,199571.0,499.8248469,370.0172739,1747.118
196264.0,1.566900618,198006.0,499.8910741,400.8060181,1668.132
196411.0,1.704985339,197945.0,500.0782461,384.0744664,1687.198
197245.0,1.621057634,200777.0,501.1388371,396.0853901,1702.646
197598.0,1.623715572,199491.0,501.5870688,395.1927607,1687.798
198209.0,1.497328857,200587.0,502.3619581,412.1567577,1672.222
198281.0,1.657900246,201595.0,502.453192,392.475928,1725.184
198323.0,1.643577956,201273.0,502.5064042,393.3605137,1689.617
198671.0,1.519799312,201134.0,502.9470883,410.10045,1686.769
198796.0,1.849402871,202308.0,503.1052857,372.7612894,1739.161
198997.0,1.666452043,201507.0,503.359563,392.2606567,1716.787
199021.0,1.933856195,202063.0,503.3899159,364.7685377,1747.665
199437.0,1.571857436,201610.0,503.915742,403.7199053,1707.904
199669.0,1.522294381,202954.0,504.2087531,411.065652,1690.464
199788.0,1.826179758,202653.0,504.3589814,375.6152944,1749.634
200116.0,1.581080056,202634.0,504.7728249,402.3250586,1773.379
200419.0,1.649556972,202151.0,505.1548241,394.7898344,1716.101
200662.0,1.574279823,202914.0,505.4609713,403.7872339,1706.597
200714.0,1.455137768,203767.0,505.5264602,420.6495529,1688.8
201447.0,1.648983518,210441.0,506.4487008,400.6828906,1780.967
201491.0,1.449073046,203393.0,506.504007,421.5739849,1671.7
201946.0,1.71371214,203438.0,507.0755694,388.2992918,1713.493
202236.0,1.549224967,203633.0,507.439526,408.9218693,1685.383
202280.0,1.647240591,204687.0,507.4947242,396.3776547,1715.349
202363.0,1.521366256,204085.0,507.5988317,413.0076401,1709.543
202626.0,1.58638276,207843.0,507.9285737,406.4288112,1715.46
203101.0,1.616816004,206039.0,508.5235735,402.3138876,1734.279
203179.0,1.744620738,206073.0,508.6212122,388.0407184,1732.071
203296.0,1.505528858,205470.0,508.7676351,416.8053569,1716.579
203536.0,1.613540288,206049.0,509.0678579,401.698875,1735.247
203643.0,1.615128096,206242.0,509.2016502,402.097855,1719.307
203657.0,1.400962991,206515.0,509.2191532,432.3898213,1685.938
203677.0,1.683657312,205511.0,509.2441563,393.5188546,1728.486
203686.0,1.674748235,206087.0,509.2554073,394.6847598,1722.932
203688.0,1.737422338,207028.0,509.2579075,389.1160899,1738.084
203793.0,1.67285083,207056.0,509.3891504,397.0850735,1754.602
204023.0,1.47239751,207033.0,509.6765167,422.1989012,1700.494
204413.0,1.920006023,208732.0,510.16342,371.3047474,1780.349
204635.0,1.539088498,206334.0,510.4403729,412.6639162,1706.37
204774.0,1.653699485,209024.0,510.6137038,398.65381,1739.277
205358.0,1.618537333,207809.0,511.3413013,404.0643305,1737.704
205476.0,1.757259292,207384.0,511.4881902,386.4526105,1746.64
205889.0,1.788745122,208651.0,512.0019694,384.4723515,1779.422
206303.0,1.681922819,207854.0,512.5164756,395.9859468,1734.416
206702.0,1.651576009,209401.0,513.0118521,401.7599413,1735.169
206979.0,1.879648138,214037.0,513.3554789,379.0117206,1795.101
207034.0,1.664095844,209699.0,513.4236807,399.9981325,1753.619
207561.0,1.667444418,210438.0,514.0767191,400.3320376,1752.359
207673.0,1.627155324,210788.0,514.2153984,405.1692712,1755.004
208477.0,1.544424009,210800.0,515.2098219,416.1311172,1726.086
208502.0,1.681938482,212629.0,515.2407122,401.0171551,1770.466
208936.0,1.63654567,211979.0,515.7766741,405.3769925,1752.441
210260.0,1.552074737,213691.0,517.4082978,417.8989247,1739.133
210910.0,1.68756361,212898.0,518.2074415,400.4043103,1748.332
211734.0,1.698877761,213916.0,519.2187417,400.169975,1776.585
212510.0,1.642269881,216642.0,520.1693336,408.5605262,1769.746
213012.0,1.493862872,215532.0,520.7833541,427.1834359,1753.363
213022.0,1.87632007,218065.0,520.7955782,384.3779694,1849.699
213307.0,1.603326617,219982.0,521.1438454,414.6074684,1785.693
214138.0,1.547033234,217249.0,522.157993,422.1838463,1763.646
214563.0,1.578603374,217833.0,522.6759,417.5290886,1765.021
215005.0,1.828934059,219894.0,523.2139795,390.0451377,1836.047
215107.0,1.672208977,217799.0,523.3380731,406.9402925,1772.436
216075.0,1.693580497,217769.0,524.5142845,404.0402969,1767.457
217182.0,1.774845045,220372.0,525.8561693,396.8257458,1811.572
218077.0,1.801078033,220398.0,526.9385735,394.6904946,1795.577
218738.0,1.65614237,223507.0,527.7365551,412.0814484,1810.955
218983.0,1.81185222,222086.0,528.032021,394.0538164,1845.855
221203.0,1.671877626,224322.0,530.7018061,412.2568809,1792.381
221428.0,1.627533198,225247.0,530.9716432,417.6382009,1812.571
222737.0,1.821274475,225516.0,532.538784,396.6969714,1847.94
223035.0,1.621004093,225889.0,532.894907,419.9943465,1817.278
223165.0,1.56185226,226058.0,533.0501881,428.401186,1827.554
224267.0,1.425298001,226132.0,534.3646816,449.3396784,1770.662
225335.0,1.578287237,228491.0,535.635541,428.7621503,1802.309
225405.0,1.52176775,228671.0,535.7187318,435.8378565,1796.132
226687.0,1.777137703,231500.0,537.2400326,405.5372409,1839.808
226806.0,1.586206138,229994.0,537.381027,428.6803406,1812.548
230867.0,1.524021083,233243.0,542.1706318,440.686418,1815.073
231066.0,1.394842181,232903.0,542.4042484,460.1984968,1787.859
233751.0,1.669294818,237344.0,545.5465304,423.527988,1849.371
234898.0,1.606922402,238265.0,546.883372,432.5894199,1869.885
237270.0,1.787613962,240671.0,549.6376504,412.9216472,1921.685
241322.0,1.699635652,244319.0,554.3110259,427.3701205,1895.94
248424.0,1.603101158,251082.0,562.4084465,446.0436176,1884.557
251432.0,1.594774736,257425.0,565.8031152,450.9261867,1919.868
254616.0,1.651385529,263261.0,569.3743583,447.4183287,1985.37
45504.0,1.505104618,45972.0,240.7020819,196.3118225,793.417
45666.0,1.297228104,46074.0,241.1301662,211.8851392,789.77
48373.0,1.584499629,49026.0,248.1741657,197.8987002,825.148
49245.0,1.446594363,49720.0,250.4010411,208.3464437,822.642
49882.0,1.986207449,51042.0,252.0153467,179.8346914,891.505
50954.0,1.663574204,51704.0,254.7089472,198.4615253,865.763
51643.0,1.441760121,52139.0,256.4252519,213.6247263,855.523
52448.0,1.69321992,53082.0,258.4160747,199.0051127,882.474
53609.0,1.83458753,54085.0,261.2605955,193.354325,893.456
54076.0,1.68623067,55293.0,262.3960778,203.259513,893.989
54137.0,1.823564653,54769.0,262.5440329,195.4373656,905.416
54343.0,1.3325716,54907.0,263.0430698,228.0162327,867.59
54680.0,1.782917341,55370.0,263.8574204,198.3140946,899.793
55501.0,1.668954551,56394.0,265.8309011,207.0296994,898.191
55544.0,1.804491868,56205.0,265.9338588,198.2257211,924.19
55549.0,1.698366019,56517.0,265.9458281,205.1891003,914.595
55608.0,1.696395243,56288.0,266.0870245,205.4062325,918.716
55722.0,1.417422626,56736.0,266.3596327,225.0086389,897.584
55938.0,1.689660051,56664.0,266.8753897,205.5303842,909.933
55972.0,1.640321709,56563.0,266.956483,208.7955762,897.386
56270.0,1.927430052,57445.0,267.6661898,194.0923458,920.481
56376.0,1.707373231,57032.0,267.9181826,205.3987297,921.455
56627.0,1.754206245,57280.0,268.5139395,203.0456968,922.876
56675.0,1.640832953,57180.0,268.6277186,210.2250507,898.464
56679.0,1.73724105,57531.0,268.637198,204.8914494,911.133
56834.0,1.608212401,57509.0,269.0042682,212.3913014,910.081
57017.0,1.65944035,58127.0,269.437004,210.8011319,903.559
57017.0,1.729475329,57649.0,269.437004,205.4576502,903.261
57391.0,1.779900268,58763.0,270.3192385,203.7016423,921.48
57549.0,1.77428273,58471.0,270.6910833,204.5544341,929.955
57617.0,1.61103942,58093.0,270.8509606,213.7818121,901.703
57786.0,1.475429982,59196.0,271.2478946,224.9344364,916.524
57853.0,1.730552575,58737.0,271.4050983,207.2421815,930.73
57862.0,1.84381594,59220.0,271.4262083,201.9925213,951.333
57907.0,1.744886675,58999.0,271.5317335,206.6959192,915.319
58094.0,1.644805792,58691.0,271.969811,212.8556695,922.37
58102.0,1.495551794,58986.0,271.9885366,223.8662565,907.665
58252.0,1.745818479,59974.0,272.3394021,208.034821,950.381
58634.0,1.636895632,59677.0,273.230905,214.941906,930.427
58740.0,1.816917869,59701.0,273.4777703,204.0034152,942.69
58822.0,1.781905064,60179.0,273.6685888,206.6187731,942.558
58877.0,1.863115772,60278.0,273.7965023,202.2688788,964.919
58961.0,1.744131156,59576.0,273.9917459,208.2099472,936.527
59039.0,1.611703008,60458.0,274.1729189,217.0338863,930.334
59041.0,1.702504201,60026.0,274.1775628,211.3235495,931.502
59183.0,1.647063888,59939.0,274.5070782,214.6713018,934.857
59208.0,1.82425668,60037.0,274.5650505,203.7493708,958.477
59338.0,1.632111278,59999.0,274.8663095,215.7836786,940.712
59344.0,1.655208479,60734.0,274.8802058,214.7311272,944.279
59387.0,1.715461707,59877.0,274.9797753,210.6642569,930.813
59397.0,1.948192633,60021.0,275.0029259,197.1741672,965.459
59413.0,1.594507178,60023.0,275.0399627,218.4122537,920.796
59423.0,1.716259621,60550.0,275.0631082,210.8999607,950.19
59468.0,1.80061518,60107.0,275.1672387,205.5291693,945.536
59516.0,1.631632574,60643.0,275.2782678,216.6419379,939.011
59618.0,1.514925,60538.0,275.5140562,224.5974328,927.753
59652.0,1.856528519,61244.0,275.5926075,204.0263776,964.522
59758.0,1.594628501,60714.0,275.8373592,220.0849284,953.234
59769.0,1.576982751,60962.0,275.8627455,220.9427975,934.18
59780.0,1.98853934,60533.0,275.8881295,196.3249131,977.357
59788.0,1.497359021,60493.0,275.9065891,225.9940329,929.595
59841.0,1.629501678,61068.0,276.0288528,217.6413436,936.317
60063.0,1.646702782,60728.0,276.540389,216.2132923,942.016
60108.0,1.608329477,60547.0,276.6439635,218.5511185,921.726
60169.0,1.749500582,62285.0,276.7843026,211.503431,964.548
60427.0,1.941656267,61767.0,277.3770826,200.6184292,975.052
60515.0,1.549575301,61176.0,277.5789816,223.4780809,931.443
60592.0,1.621636911,61008.0,277.7555229,218.4582782,919.006
60633.0,1.718514138,61556.0,277.8494796,212.5224049,957.86
60814.0,1.572299209,61353.0,278.263885,222.401283,920.166
60956.0,1.744163446,61512.0,278.588567,211.2337842,951.012
61013.0,1.500726025,62063.0,278.7187908,229.2631251,943.222
61025.0,1.805884462,62070.0,278.7461986,208.2543717,973.886
61105.0,1.716294895,61842.0,278.9288482,213.6564854,962.336
61129.0,1.750902193,61796.0,278.9836198,210.9473449,964.969
61204.0,1.802817674,61712.0,279.1547118,208.6121823,953.807
61251.0,1.925142042,62068.0,279.2618759,201.9641391,982.269
61355.0,1.743476232,62711.0,279.4988592,212.8814491,968.9
61422.0,1.682513023,62310.0,279.6514247,216.3316136,968.493
61453.0,1.732168153,62238.0,279.7219865,213.1988044,964.166
61464.0,1.662051018,62161.0,279.7470203,217.5064023,948.743
61475.0,1.803065243,62087.0,279.7720519,208.6360672,964.033
61493.0,1.752047768,62177.0,279.8130078,211.8087959,957.394
61498.0,1.703958565,63004.0,279.8243834,215.9102461,959.953
61531.0,1.7022506,62121.0,279.8994506,215.5767218,953.732
61587.0,1.512298241,62069.0,280.0267913,227.8365162,929.716
