Area,ConvexArea,EquivDiameter,Perimeter
160273.0,163513.0,451.7365621,1550.026
160359.0,162102.0,451.8577433,1496.093
160568.0,162914.0,452.1521063,1505.45
160641.0,161945.0,452.2548769,1514.903
160687.0,162673.0,452.3196245,1513.858
161008.0,163019.0,452.7711923,1496.088
161473.0,163971.0,453.4245351,1556.283
161534.0,163293.0,453.5101726,1532.14
161579.0,162975.0,453.5733374,1502.815
161603.0,163875.0,453.6070217,1533.725
162012.0,163383.0,454.1806745,1528.138
162019.0,164165.0,454.1904862,1575.185
162230.0,163470.0,454.4861399,1486.167
162310.0,165976.0,454.5981858,1574.43
162374.0,164508.0,454.6878026,1557.833
162493.0,163687.0,454.854387,1517.497
162787.0,165512.0,455.265687,1570.975
162820.0,164278.0,455.3118301,1525.029
162866.0,164395.0,455.3761431,1518.137
163117.0,165192.0,455.7269082,1524.028
163329.0,165504.0,456.0229617,1542.364
163401.0,166883.0,456.1234645,1564.022
163479.0,165102.0,456.2323175,1560.254
163558.0,164798.0,456.3425396,1524.86
163850.0,166547.0,456.749712,1525.584
164103.0,166245.0,457.1022085,1561.374
164154.0,165847.0,457.1732322,1532.775
164201.0,166229.0,457.2386756,1560.469
164326.0,165918.0,457.4126818,1532.137
164455.0,166145.0,457.5921867,1536.579
164498.0,168989.0,457.652006,1591.267
164571.0,166960.0,457.7535419,1551.378
164596.0,166206.0,457.7883093,1550.902
164670.0,167485.0,457.8912052,1590.236
164698.0,166443.0,457.9301328,1546.544
164719.0,166293.0,457.9593263,1536.308
164968.0,166784.0,458.3053362,1551.497
164981.0,167564.0,458.3233938,1541.203
164983.0,167334.0,458.3261719,1530.766
165004.0,170614.0,458.3553401,1583.383
165330.0,167922.0,458.8079053,1540.253
165366.0,168206.0,458.8578544,1566.762
165397.0,166731.0,458.9008618,1538.645
165817.0,169163.0,459.4831461,1563.293
165855.0,167630.0,459.5357926,1538.592
165950.0,167660.0,459.6673824,1572.499
166007.0,167703.0,459.7463182,1524.336
166208.0,167540.0,460.0245627,1531.455
166256.0,169300.0,460.0909842,1577.223
166265.0,167521.0,460.1034372,1527.732
166343.0,168381.0,460.2113488,1555.367
166458.0,170734.0,460.3704032,1576.623
166639.0,170464.0,460.6206297,1586.606
166654.0,168540.0,460.6413606,1529.386
166686.0,168333.0,460.6855834,1562.858
166757.0,169717.0,460.7836876,1565.85
166862.0,168545.0,460.928733,1545.005
167124.0,168590.0,461.290457,1525.144
167176.0,169856.0,461.3622158,1594.156
167321.0,170889.0,461.5622535,1578.125
167563.0,169787.0,461.8959167,1560.256
168165.0,170374.0,462.7248946,1588.556
168226.0,171839.0,462.8088111,1567.559
168313.0,169751.0,462.9284691,1526.465
168315.0,171729.0,462.9312195,1604.519
168344.0,170623.0,462.9710984,1550.635
168405.0,170625.0,463.0549703,1546.583
168514.0,170385.0,463.204802,1547.595
168532.0,169925.0,463.2295402,1539.35
168684.0,169806.0,463.4383879,1534.945
168736.0,169852.0,463.5098142,1555.86
168744.0,170252.0,463.5208018,1573.509
168972.0,171065.0,463.8338413,1604.737
169004.0,170517.0,463.8777598,1546.598
169030.0,170989.0,463.9134405,1570.87
169095.0,171300.0,464.0026302,1529.214
169128.0,171304.0,464.0479046,1572.037
169165.0,171119.0,464.0986615,1581.568
169310.0,171788.0,464.2975203,1542.564
169361.0,171156.0,464.3674434,1602.094
169410.0,172175.0,464.4346146,1566.793
169553.0,171550.0,464.6305893,1587.35
169559.0,172319.0,464.6388102,1575.747
169969.0,172267.0,465.2002281,1592.346
170021.0,171568.0,465.2713839,1556.114
170067.0,171795.0,465.3343203,1545.389
170146.0,173278.0,465.442387,1599.868
170186.0,174345.0,465.4970947,1602.527
170292.0,171705.0,465.6420391,1550.861
170598.0,172462.0,466.0602105,1620.307
170659.0,172297.0,466.1435267,1555.849
170711.0,172417.0,466.2145385,1565.459
170723.0,172911.0,466.2309243,1599.105
170889.0,173595.0,466.4575356,1600.63
171028.0,172608.0,466.6472038,1553.271
171035.0,175736.0,466.6567534,1631.451
171055.0,172890.0,466.6840369,1550.608
171116.0,174786.0,466.7672417,1598.192
171217.0,173525.0,466.9049744,1599.366
171230.0,172843.0,466.9226994,1557.612
171308.0,173826.0,467.0290354,1592.272
171423.0,173027.0,467.1857687,1547.307
171566.0,173000.0,467.3805898,1554.742
171620.0,174696.0,467.4541375,1583.298
171708.0,172804.0,467.5739682,1535.096
171799.0,173474.0,467.6978518,1542.958
171896.0,173913.0,467.8298673,1565.283
171914.0,174673.0,467.854361,1595.676
171994.0,173315.0,467.9632061,1534.393
172005.0,173578.0,467.9781703,1556.172
172351.0,173929.0,468.4486191,1588.837
172359.0,173829.0,468.459491,1545.501
172546.0,174186.0,468.7135484,1574.542
172746.0,176302.0,468.9851153,1599.927
172941.0,175771.0,469.2497417,1635.318
172967.0,175602.0,469.285014,1599.26
173108.0,175235.0,469.4762519,1591.411
173366.0,175139.0,469.8259751,1577.459
173392.0,175368.0,469.8612041,1608.021
173520.0,175941.0,470.0346006,1589.015
173809.0,175580.0,470.4258624,1558.175
173967.0,176528.0,470.6396327,1605.55
174024.0,175448.0,470.7167285,1563.305
174090.0,176752.0,470.8059816,1619.733
174091.0,176822.0,470.8073338,1588.111
174325.0,177123.0,471.1236394,1617.626
174465.0,176301.0,471.3127806,1578.182
174621.0,177034.0,471.5234486,1591.312
174668.0,178496.0,471.5869006,1618.159
174927.0,177314.0,471.9364087,1615.125
175054.0,177343.0,472.1076946,1619.861
175144.0,176889.0,472.2290406,1584.943
175276.0,177114.0,472.4069585,1595.654
175387.0,176888.0,472.5565194,1587.972
175512.0,177479.0,472.7248872,1606.945
175545.0,177735.0,472.7693263,1617.952
175717.0,178427.0,473.0008806,1585.869
175738.0,178091.0,473.029144,1572.654
175822.0,178759.0,473.1421808,1591.722
175965.0,177068.0,473.3345503,1569.123
176119.0,177629.0,473.54163,1613.423
176276.0,178364.0,473.7526506,1616.13
176352.0,180410.0,473.854767,1626.129
176478.0,177909.0,474.0240167,1581.113
176492.0,178253.0,474.0428185,1593.206
176521.0,181196.0,474.0817626,1635.591
176570.0,178203.0,474.1475576,1601.037
176818.0,178964.0,474.4804209,1633.063
176826.0,179666.0,474.4911545,1632.597
176920.0,180242.0,474.6172566,1640.204
176994.0,179689.0,474.7165049,1647.738
177711.0,179829.0,475.6770677,1607.597
177713.0,180176.0,475.6797444,1616.237
177893.0,181791.0,475.9205841,1612.656
177906.0,180773.0,475.9379733,1637.486
178043.0,181333.0,476.1211907,1635.951
178177.0,181200.0,476.3003279,1609.793
178200.0,180886.0,476.3310686,1593.538
178573.0,183684.0,476.829325,1634.814
178603.0,180147.0,476.8693767,1614.083
178848.0,180604.0,477.1963391,1643.858
179122.0,180813.0,477.5617381,1642.56
179166.0,181118.0,477.6203893,1593.298
179180.0,181677.0,477.6390495,1624.796
179387.0,181149.0,477.9148692,1617.553
179474.0,183984.0,478.0307459,1655.841
179496.0,181511.0,478.0600436,1606.14
179725.0,181562.0,478.3648996,1592.405
179759.0,182091.0,478.4101455,1663.533
180012.0,181815.0,478.7466939,1635.838
180028.0,183263.0,478.7679696,1630.826
180089.0,181809.0,478.8490747,1610.86
180097.0,182527.0,478.8597104,1628.676
180261.0,182710.0,479.0776905,1594.528
180547.0,182425.0,479.4575895,1649.901
180805.0,184775.0,479.8000374,1631.287
180948.0,182446.0,479.9897386,1578.418
181020.0,182766.0,480.0852241,1593.456
181118.0,185974.0,480.21516,1654.091
181168.0,186215.0,480.2814402,1672.524
181181.0,183119.0,480.2986716,1601.361
181460.0,184707.0,480.6683345,1662.937
181748.0,183366.0,481.049624,1602.238
181822.0,183395.0,481.1475455,1603.247
181877.0,183602.0,481.220312,1596.933
181985.0,184037.0,481.363167,1622.689
181992.0,184472.0,481.3724247,1639.252
182090.0,183882.0,481.5020132,1621.335
182178.0,183979.0,481.6183487,1655.89
182361.0,184578.0,481.8601837,1634.593
182494.0,189173.0,482.0358674,1653.298
182755.0,184677.0,482.3804443,1630.171
182835.0,184739.0,482.4860124,1612.474
182940.0,185434.0,482.6245355,1636.335
182972.0,185353.0,482.6667442,1640.716
182976.0,184527.0,482.67202,1623.533
183019.0,184890.0,482.7287315,1641.758
183093.0,185169.0,482.8263124,1626.402
183153.0,185326.0,482.9054176,1627.014
183243.0,187180.0,483.0240511,1653.91
183410.0,185080.0,483.2441049,1635.855
183422.0,186364.0,483.2599133,1639.468
183483.0,187798.0,483.3402646,1669.563
183612.0,185076.0,483.5101439,1610.186
183754.0,185287.0,483.6970739,1630.759
183825.0,185116.0,483.7905118,1594.423
183924.0,185666.0,483.9207683,1623.448
184018.0,186286.0,484.0444138,1653.655
184172.0,186777.0,484.2469137,1632.704
184245.0,189905.0,484.3428743,1671.122
184246.0,186178.0,484.3441887,1642.028
184259.0,186648.0,484.3612756,1644.594
184362.0,187863.0,484.4966346,1653.005
184398.0,187032.0,484.5439356,1623.758
184491.0,187848.0,484.6661086,1656.324
184715.0,187214.0,484.9602484,1664.133
184827.0,186978.0,485.1072514,1607.292
184936.0,186576.0,485.250274,1622.171
185104.0,187253.0,485.4706301,1607.624
185149.0,186539.0,485.5296371,1647.795
185350.0,187679.0,485.793114,1641.849
185677.0,187533.0,486.2214505,1612.79
185896.0,187616.0,486.5081072,1652.683
185950.0,188551.0,486.5787638,1641.868
186003.0,187431.0,486.6481019,1660.027
186103.0,189236.0,486.7789015,1646.095
186401.0,191438.0,487.1684764,1757.418
186431.0,189926.0,487.2076781,1677.124
186439.0,188370.0,487.2181313,1663.337
186509.0,189519.0,487.3095877,1672.052
186519.0,188837.0,487.3226515,1621.151
186542.0,188989.0,487.3526969,1664.973
186618.0,188480.0,487.4519642,1640.612
186765.0,188680.0,487.6439106,1648.501
187129.0,189047.0,488.1188818,1600.835
187588.0,189950.0,488.7171572,1654.357
187645.0,189828.0,488.7914017,1652.744
187761.0,192202.0,488.942461,1664.833
187777.0,190000.0,488.9632931,1674.447
188247.0,194252.0,489.5748406,1691.965
188362.0,191016.0,489.7243583,1657.968
188557.0,190364.0,489.977784,1648.893
188888.0,191255.0,490.4076581,1655.013
188980.0,192822.0,490.5270728,1696.319
189236.0,191867.0,490.8592043,1659.042
189378.0,195616.0,491.0433367,1715.619
189503.0,191559.0,491.2053679,1676.898
190062.0,191654.0,491.9293185,1654.448
190130.0,191870.0,492.0173113,1653.353
190239.0,192195.0,492.1583259,1658.79
190505.0,192570.0,492.5022837,1693.703
190600.0,192978.0,492.6250676,1660.623
190728.0,192377.0,492.7904543,1696.174
190919.0,192563.0,493.0371392,1627.569
191042.0,193440.0,493.1959338,1677.604
191093.0,194125.0,493.2617604,1686.806
191366.0,193330.0,493.6139774,1681.844
191369.0,194562.0,493.6178466,1683.208
191554.0,193468.0,493.8563837,1682.544
191584.0,193466.0,493.8950546,1634.627
191756.0,193517.0,494.116709,1699.14
192018.0,193459.0,494.4541545,1667.608
192106.0,194851.0,494.5674433,1680.348
192239.0,194337.0,494.7386147,1729.088
192812.0,194740.0,495.475391,1678.819
193432.0,195899.0,496.2713689,1682.466
193584.0,197382.0,496.4663171,1693.359
193700.0,195583.0,496.6150419,1638.311
194219.0,197270.0,497.2799123,1695.206
194330.0,196056.0,497.4219946,1672.373
195076.0,196829.0,498.3758395,1671.831
195106.0,197343.0,498.4141597,1648.761
195332.0,198864.0,498.7027439,1691.955
195455.0,198403.0,498.859735,1716.411
196076.0,199295.0,499.6515956,1692.04
196157.0,198513.0,499.7547892,1685.806
196212.0,199571.0,499.8248469,1747.118
196264.0,198006.0,499.8910741,1668.132
196411.0,197945.0,500.0782461,1687.198
197245.0,200777.0,501.1388371,1702.646
197598.0,199491.0,501.5870688,1687.798
198209.0,200587.0,502.3619581,1672.222
198281.0,201595.0,502.453192,1725.184
198323.0,201273.0,502.5064042,1689.617
198671.0,201134.0,502.9470883,1686.769
198796.0,202308.0,503.1052857,1739.161
198997.0,201507.0,503.359563,1716.787
199021.0,202063.0,503.3899159,1747.665
199437.0,201610.0,503.915742,1707.904
199669.0,202954.0,504.2087531,1690.464
199788.0,202653.0,504.3589814,1749.634
200116.0,202634.0,504.7728249,1773.379
200419.0,202151.0,505.1548241,1716.101
200662.0,202914.0,505.4609713,1706.597
200714.0,203767.0,505.5264602,1688.8
201447.0,210441.0,506.4487008,1780.967
201491.0,203393.0,506.504007,1671.7
201946.0,203438.0,507.0755694,1713.493
202236.0,203633.0,507.439526,1685.383
202280.0,204687.0,507.4947242,1715.349
202363.0,204085.0,507.5988317,1709.543
202626.0,207843.0,507.9285737,1715.46
203101.0,206039.0,508.5235735,1734.279
203179.0,206073.0,508.6212122,1732.071
203296.0,205470.0,508.7676351,1716.579
203536.0,206049.0,509.0678579,1735.247
203643.0,206242.0,509.2016502,1719.307
203657.0,206515.0,509.2191532,1685.938
203677.0,205511.0,509.2441563,1728.486
203686.0,206087.0,509.2554073,1722.932
203688.0,207028.0,509.2579075,1738.084
203793.0,207056.0,509.3891504,1754.602
204023.0,207033.0,509.6765167,1700.494
204413.0,208732.0,510.16342,1780.349
204635.0,206334.0,510.4403729,1706.37
204774.0,209024.0,510.6137038,1739.277
205358.0,207809.0,511.3413013,1737.704
205476.0,207384.0,511.4881902,1746.64
205889.0,208651.0,512.0019694,1779.422
206303.0,207854.0,512.5164756,1734.416
206702.0,209401.0,513.0118521,1735.169
206979.0,214037.0,513.3554789,1795.101
207034.0,209699.0,513.4236807,1753.619
207561.0,210438.0,514.0767191,1752.359
207673.0,210788.0,514.2153984,1755.004
208477.0,210800.0,515.2098219,1726.086
208502.0,212629.0,515.2407122,1770.466
208936.0,211979.0,515.7766741,1752.441
210260.0,213691.0,517.4082978,1739.133
210910.0,212898.0,518.2074415,1748.332
211734.0,213916.0,519.2187417,1776.585
212510.0,216642.0,520.1693336,1769.746
213012.0,215532.0,520.7833541,1753.363
213022.0,218065.0,520.7955782,1849.699
213307.0,219982.0,521.1438454,1785.693
214138.0,217249.0,522.157993,1763.646
214563.0,217833.0,522.6759,1765.021
215005.0,219894.0,523.2139795,1836.047
215107.0,217799.0,523.3380731,1772.436
216075.0,217769.0,524.5142845,1767.457
217182.0,220372.0,525.8561693,1811.572
218077.0,220398.0,526.9385735,1795.577
218738.0,223507.0,527.7365551,1810.955
218983.0,222086.0,528.032021,1845.855
221203.0,224322.0,530.7018061,1792.381
221428.0,225247.0,530.9716432,1812.571
222737.0,225516.0,532.538784,1847.94
223035.0,225889.0,532.894907,1817.278
223165.0,226058.0,533.0501881,1827.554
224267.0,226132.0,534.3646816,1770.662
225335.0,228491.0,535.635541,1802.309
225405.0,228671.0,535.7187318,1796.132
226687.0,231500.0,537.2400326,1839.808
226806.0,229994.0,537.381027,1812.548
230867.0,233243.0,542.1706318,1815.073
231066.0,232903.0,542.4042484,1787.859
233751.0,237344.0,545.5465304,1849.371
234898.0,238265.0,546.883372,1869.885
237270.0,240671.0,549.6376504,1921.685
241322.0,244319.0,554.3110259,1895.94
248424.0,251082.0,562.4084465,1884.557
251432.0,257425.0,565.8031152,1919.868
254616.0,263261.0,569.3743583,1985.37
45504.0,45972.0,240.7020819,793.417
45666.0,46074.0,241.1301662,789.77
48373.0,49026.0,248.1741657,825.148
49245.0,49720.0,250.4010411,822.642
49882.0,51042.0,252.0153467,891.505
50954.0,51704.0,254.7089472,865.763
51643.0,52139.0,256.4252519,855.523
52448.0,53082.0,258.4160747,882.474
53609.0,54085.0,261.2605955,893.456
54076.0,55293.0,262.3960778,893.989
54137.0,54769.0,262.5440329,905.416
54343.0,54907.0,263.0430698,867.59
54680.0,55370.0,263.8574204,899.793
55501.0,56394.0,265.8309011,898.191
55544.0,56205.0,265.9338588,924.19
55549.0,56517.0,265.9458281,914.595
55608.0,56288.0,266.0870245,918.716
55722.0,56736.0,266.3596327,897.584
55938.0,56664.0,266.8753897,909.933
55972.0,56563.0,266.956483,897.386
56270.0,57445.0,267.6661898,920.481
56376.0,57032.0,267.9181826,921.455
56627.0,57280.0,268.5139395,922.876
56675.0,57180.0,268.6277186,898.464
56679.0,57531.0,268.637198,911.133
56834.0,57509.0,269.0042682,910.081
57017.0,58127.0,269.437004,903.559
57017.0,57649.0,269.437004,903.261
57391.0,58763.0,270.3192385,921.48
57549.0,58471.0,270.6910833,929.955
57617.0,58093.0,270.8509606,901.703
57786.0,59196.0,271.2478946,916.524
57853.0,58737.0,271.4050983,930.73
57862.0,59220.0,271.4262083,951.333
57907.0,58999.0,271.5317335,915.319
58094.0,58691.0,271.969811,922.37
58102.0,58986.0,271.9885366,907.665
58252.0,59974.0,272.3394021,950.381
58634.0,59677.0,273.230905,930.427
58740.0,59701.0,273.4777703,942.69
58822.0,60179.0,273.6685888,942.558
58877.0,60278.0,273.7965023,964.919
58961.0,59576.0,273.9917459,936.527
59039.0,60458.0,274.1729189,930.334
59041.0,60026.0,274.1775628,931.502
59183.0,59939.0,274.5070782,934.857
59208.0,60037.0,274.5650505,958.477
59338.0,59999.0,274.8663095,940.712
59344.0,60734.0,274.8802058,944.279
59387.0,59877.0,274.9797753,930.813
59397.0,60021.0,275.0029259,965.459
59413.0,60023.0,275.0399627,920.796
59423.0,60550.0,275.0631082,950.19
59468.0,60107.0,275.1672387,945.536
59516.0,60643.0,275.2782678,939.011
59618.0,60538.0,275.5140562,927.753
59652.0,61244.0,275.5926075,964.522
59758.0,60714.0,275.8373592,953.234
59769.0,60962.0,275.8627455,934.18
59780.0,60533.0,275.8881295,977.357
59788.0,60493.0,275.9065891,929.595
59841.0,61068.0,276.0288528,936.317
60063.0,60728.0,276.540389,942.016
60108.0,60547.0,276.6439635,921.726
60169.0,62285.0,276.7843026,964.548
60427.0,61767.0,277.3770826,975.052
60515.0,61176.0,277.5789816,931.443
60592.0,61008.0,277.7555229,919.006
60633.0,61556.0,277.8494796,957.86
60814.0,61353.0,278.263885,920.166
60956.0,61512.0,278.588567,951.012
61013.0,62063.0,278.7187908,943.222
61025.0,62070.0,278.7461986,973.886
61105.0,61842.0,278.9288482,962.336
61129.0,61796.0,278.9836198,964.969
61204.0,61712.0,279.1547118,953.807
61251.0,62068.0,279.2618759,982.269
61355.0,62711.0,279.4988592,968.9
61422.0,62310.0,279.6514247,968.493
61453.0,62238.0,279.7219865,964.166
61464.0,62161.0,279.7470203,948.743
61475.0,62087.0,279.7720519,964.033
61493.0,62177.0,279.8130078,957.394
61498.0,63004.0,279.8243834,959.953
61531.0,62121.0,279.8994506,953.732
61587.0,62069.0,280.0267913,929.716
61636.0,62421.0,280.1381669,959.365
61707.0,62435.0,280.2994695,961.198
61720.0,62412.0,280.3289937,977.621
61747.0,62884.0,280.3903033,952.441
61876.0,62369.0,280.683042,954.989
61918.0,62627.0,280.7782864,960.372
61944.0,62873.0,280.8372311,955.718
62080.0,62772.0,281.1453555,952.938
62114.0,62796.0,281.2223339,961.586
62128.0,62849.0,281.2540247,937.54
62148.0,62732.0,281.2992912,962.323
62152.0,62931.0,281.3083436,955.511
62222.0,64103.0,281.4667138,983.348
62280.0,62830.0,281.5978673,946.201
62296.0,63057.0,281.6340368,970.321
62326.0,63122.0,281.7018421,970.848
62326.0,63269.0,281.7018421,949.778
62388.0,62942.0,281.8419215,951.604
62411.0,62921.0,281.8938687,932.813
62493.0,63814.0,282.078994,994.395
62502.0,63235.0,282.0993053,952.384
62596.0,63740.0,282.3113574,950.343
62613.0,63392.0,282.3496903,947.788
62646.0,63615.0,282.4240863,954.496
62703.0,64353.0,282.5525423,971.24
62711.0,64180.0,282.5705666,969.097
62716.0,63313.0,282.5818311,937.448
62719.0,63475.0,282.5885897,964.622
62728.0,63882.0,282.6088643,981.369
62741.0,63687.0,282.6381472,957.314
62779.0,63279.0,282.7237262,955.337
62911.0,63883.0,283.0207996,950.094
63007.0,63780.0,283.2366572,962.629
63038.0,63717.0,283.3063261,959.999
63064.0,64230.0,283.3647449,972.177
63076.0,63886.0,283.3917033,990.318
63139.0,64207.0,283.5331931,971.167
63169.0,63951.0,283.6005444,970.643
63213.0,64317.0,283.6992974,964.795
63219.0,64634.0,283.712761,981.824
63231.0,63775.0,283.7396864,934.028
63320.0,64441.0,283.9393033,965.707
63391.0,64276.0,284.0984477,989.467
63409.0,64645.0,284.13878,990.243
63441.0,64762.0,284.2104677,964.004
63449.0,64133.0,284.2283868,967.614
63450.0,64422.0,284.2306266,996.603
63464.0,64109.0,284.2619821,954.362
63529.0,65036.0,284.4075158,967.428
63592.0,64532.0,284.5485005,966.595
63640.0,64680.0,284.6558705,977.03
63652.0,64607.0,284.6827067,956.09
63716.0,64479.0,284.8257903,979.012
63745.0,64278.0,284.8906014,944.139
63819.0,64489.0,285.0559147,966.163
63844.0,65054.0,285.1117421,981.088
63962.0,64599.0,285.3751001,979.26
63969.0,65307.0,285.3907154,969.999
63975.0,64993.0,285.4040993,985.876
63991.0,65219.0,285.4397865,982.049
63993.0,64754.0,285.4442471,972.943
64033.0,65273.0,285.5334442,988.352
64060.0,64799.0,285.5936365,988.523
64072.0,65356.0,285.6203846,962.35
64109.0,65040.0,285.7028421,981.018
64132.0,65166.0,285.7540874,968.793
64137.0,66763.0,285.7652265,1007.701
64149.0,64831.0,285.7919585,943.894
64222.0,64957.0,285.9545244,958.611
64252.0,65281.0,286.0213055,966.933
64252.0,65192.0,286.0213055,951.839
64295.0,64960.0,286.116998,961.549
64313.0,65036.0,286.1570458,960.54
64346.0,65560.0,286.2304522,967.065
64388.0,65308.0,286.3238513,973.025
64429.0,65054.0,286.4149972,952.229
64445.0,65116.0,286.4505585,972.438
64456.0,65050.0,286.4750043,957.016
64474.0,65241.0,286.5150021,983.303
64531.0,65443.0,286.6416248,980.585
64564.0,65459.0,286.7149071,997.3
64571.0,65393.0,286.7304495,973.638
64588.0,65794.0,286.7681916,979.277
64605.0,66097.0,286.8059288,996.636
64652.0,65266.0,286.9102352,978.747
64654.0,65352.0,286.9146729,956.994
64748.0,65496.0,287.1231688,960.007
64782.0,65489.0,287.1985449,974.821
64821.0,66064.0,287.2849814,977.898
64839.0,65397.0,287.3248664,953.714
64840.0,65580.0,287.3270821,993.808
64879.0,65615.0,287.4134799,991.26
64930.0,65973.0,287.5264225,990.342
64934.0,66119.0,287.5352789,1005.197
65019.0,66378.0,287.7234123,985.505
65049.0,65696.0,287.7897829,964.019
65144.0,66001.0,287.9998557,974.566
65144.0,65737.0,287.9998557,978.923
65181.0,65980.0,288.0816321,977.089
65198.0,65780.0,288.1191973,991.49
65271.0,66871.0,288.2804508,976.35
65272.0,65819.0,288.2826591,960.989
65289.0,66261.0,288.3201981,1017.247
65293.0,66249.0,288.3290301,973.285
65348.0,66339.0,288.4504425,973.672
65349.0,66724.0,288.4526495,990.508
65383.0,65965.0,288.5276783,955.639
65458.0,67706.0,288.6931141,1015.938
65469.0,66351.0,288.71737,997.877
65488.0,66604.0,288.7592619,984.521
65506.0,66312.0,288.7989432,997.059
65525.0,66623.0,288.8408232,993.29
65612.0,66471.0,289.032512,1000.896
65615.0,66519.0,289.0391197,972.507
65635.0,66337.0,289.0831671,978.997
65693.0,67513.0,289.2108667,988.933
65736.0,66585.0,289.3055041,1014.17
65757.0,66564.0,289.3517111,997.586
65761.0,66508.0,289.3605116,999.861
65824.0,66684.0,289.4990843,983.196
65881.0,66670.0,289.6244024,1003.375
65881.0,67226.0,289.6244024,1027.604
65957.0,67572.0,289.7914089,995.361
65990.0,66576.0,289.8638949,1010.042
65997.0,67054.0,289.8792684,992.511
66011.0,66822.0,289.9100129,987.176
66050.0,66646.0,289.9956412,982.983
66058.0,66621.0,290.0132029,992.161
66082.0,66793.0,290.0658815,968.17
66124.0,66955.0,290.158046,972.564
66144.0,67488.0,290.2019236,992.056
66144.0,66817.0,290.2019236,980.922
66149.0,68260.0,290.2128919,1013.351
66234.0,67144.0,290.3992906,1006.478
66235.0,67073.0,290.4014829,982.152
66252.0,67161.0,290.438748,984.959
66266.0,67126.0,290.4694333,986.107
66291.0,67815.0,290.5242204,975.667
66293.0,67110.0,290.528603,973.989
66302.0,67497.0,290.5483235,1011.15
66306.0,68370.0,290.5570878,1026.124
66358.0,67547.0,290.6709991,981.292
66371.0,67609.0,290.6994699,992.178
66372.0,67804.0,290.7016599,1013.706
66408.0,67002.0,290.7804871,967.957
66441.0,67348.0,290.8527266,973.541
66455.0,67706.0,290.8833683,983.999
66461.0,67151.0,290.8964994,967.115
66494.0,67416.0,290.9687102,974.808
66497.0,67422.0,290.9752739,984.322
66505.0,67219.0,290.9927764,1006.768
66516.0,67382.0,291.0168407,974.201
66517.0,67790.0,291.0190282,1008.279
66519.0,67640.0,291.0234033,983.728
66540.0,67380.0,291.0693376,1015.555
66550.0,67255.0,291.0912086,998.751
66601.0,67832.0,291.2027248,983.216
66617.0,67508.0,291.2377015,1018.106
66636.0,68019.0,291.2792308,989.086
66664.0,67764.0,291.3404212,999.648
66678.0,68362.0,291.3710115,993.912
66688.0,67716.0,291.3928598,987.264
66693.0,67361.0,291.4037834,985.429
66697.0,67724.0,291.4125219,1000.308
66700.0,67836.0,291.4190756,993.616
66734.0,67521.0,291.4933409,1006.609
66734.0,68092.0,291.4933409,975.556
66737.0,67291.0,291.4998928,972.11
66737.0,67677.0,291.4998928,963.422
66744.0,67410.0,291.51518,986.985
66768.0,67547.0,291.5675872,980.172
66792.0,68160.0,291.619985,987.871
66832.0,67791.0,291.7072938,1016.277
66833.0,67787.0,291.7094762,1018.336
66873.0,69064.0,291.7967582,1002.723
66874.0,67877.0,291.7989399,1024.488
66877.0,67627.0,291.8054849,1003.152
66942.0,67661.0,291.9472583,1014.517
66966.0,68108.0,291.9995879,991.524
66967.0,68035.0,292.0017681,997.021
66972.0,67922.0,292.0126689,986.094
66973.0,68392.0,292.014849,1016.147
66985.0,68002.0,292.0410089,998.738
66990.0,68239.0,292.0519082,1004.139
66997.0,68032.0,292.0671666,978.189
67013.0,67890.0,292.1020397,974.899
67031.0,67944.0,292.1412671,977.642
67044.0,67723.0,292.1695946,981.016
67055.0,68471.0,292.193562,1011.117
67073.0,68005.0,292.2327771,1006.501
67087.0,67725.0,292.263274,1017.039
67109.0,68530.0,292.3111914,1017.317
67184.0,68131.0,292.474487,987.838
67194.0,67865.0,292.4962529,1005.436
67293.0,68181.0,292.7116477,1019.205
67336.0,68914.0,292.8051536,1032.779
67349.0,68119.0,292.833417,1002.202
67360.0,68045.0,292.85733,998.54
67381.0,68676.0,292.9029767,998.588
67397.0,68657.0,292.9377504,1000.63
67407.0,68200.0,292.9594818,990.057
67422.0,68542.0,292.992076,987.36
67425.0,68000.0,292.9985944,1007.262
67448.0,68315.0,293.0485639,1012.2
67455.0,68436.0,293.0637703,1001.021
67467.0,68144.0,293.0898367,1011.524
67483.0,69557.0,293.1245882,1025.448
67502.0,69374.0,293.1658502,993.036
67513.0,69075.0,293.1897361,1021.125
67523.0,68784.0,293.2114489,1017.032
67549.0,68128.0,293.2678946,991.709
67569.0,68609.0,293.311307,1000.412
67573.0,69713.0,293.3199887,1024.508
67585.0,69220.0,293.3460322,1014.517
67591.0,68387.0,293.3590532,999.739
67593.0,68881.0,293.3633933,992.946
67626.0,68420.0,293.434997,990.089
67666.0,68581.0,293.5217659,982.672
67704.0,68428.0,293.6041725,1000.748
67766.0,69060.0,293.7385759,996.422
67796.0,69042.0,293.8035878,1020.867
67812.0,69284.0,293.8382548,1029.053
67844.0,69449.0,293.9075768,1014.851
67882.0,68565.0,293.9898753,991.604
67882.0,68501.0,293.9898753,989.45
67889.0,69235.0,294.005033,1009.017
67899.0,68695.0,294.0266856,1004.907
67909.0,69501.0,294.0483366,1003.736
67916.0,68706.0,294.0634913,989.997
67922.0,68623.0,294.0764805,1003.522
67935.0,68767.0,294.1046216,989.286
67943.0,68691.0,294.121938,1015.562
