MajorAxisLength,MinorAxisLength,Class
365.3323503,229.3557322,BARBUNYA
383.2241247,222.1171221,BARBUNYA
342.6691219,243.8187527,BARBUNYA
357.962786,232.5992193,BARBUNYA
344.9799398,242.1259681,BARBUNYA
362.3966987,230.2297934,BARBUNYA
325.0131639,257.4804424,BARBUNYA
387.3753025,215.9892236,BARBUNYA
348.1530579,241.1968376,BARBUNYA
390.1514389,215.3619977,BARBUNYA
357.0747308,234.2268649,BARBUNYA
366.1841229,228.3916323,BARBUNYA
333.4839255,253.4124746,BARBUNYA
361.2041353,231.6235658,BARBUNYA
366.8687666,227.8834095,BARBUNYA
338.7465416,247.1025471,BARBUNYA
364.1200521,230.6437505,BARBUNYA
342.2177385,246.0475649,BARBUNYA
351.8985886,238.9379581,BARBUNYA
349.7425879,239.9523772,BARBUNYA
351.9454687,237.8849058,BARBUNYA
352.4510301,237.8380449,BARBUNYA
361.1158225,233.2033591,BARBUNYA
380.5056441,220.4716004,BARBUNYA
361.1261924,234.7003283,BARBUNYA
351.7480768,239.8023731,BARBUNYA
320.0917194,262.7408681,BARBUNYA
347.0589763,242.8538335,BARBUNYA
348.5030164,241.2555957,BARBUNYA
361.1048099,233.0238408,BARBUNYA
386.9199994,217.4342813,BARBUNYA
380.1439519,221.1101103,BARBUNYA
366.8341091,229.4159981,BARBUNYA
368.8649179,228.9836257,BARBUNYA
374.4587697,225.5123262,BARBUNYA
362.3717091,232.4004593,BARBUNYA
343.7082805,245.3333569,BARBUNYA
348.7042819,242.2920323,BARBUNYA
369.2521146,229.0483291,BARBUNYA
361.8370919,233.0117717,BARBUNYA
357.6602761,236.0325897,BARBUNYA
363.3158432,231.993382,BARBUNYA
358.6010989,235.8286936,BARBUNYA
367.6165951,230.636709,BARBUNYA
359.8474233,234.4064639,BARBUNYA
364.3490237,232.0846216,BARBUNYA
338.3862849,249.4171013,BARBUNYA
371.479241,227.6488927,BARBUNYA
348.0218186,243.3940844,BARBUNYA
366.5115647,230.5989031,BARBUNYA
365.6343653,231.2619774,BARBUNYA
342.8486934,247.0840998,BARBUNYA
345.0726958,245.3735889,BARBUNYA
339.2870724,249.8830846,BARBUNYA
371.4274243,228.2710128,BARBUNYA
369.2427646,230.3727641,BARBUNYA
365.0198164,231.9166702,BARBUNYA
351.1412885,241.1765389,BARBUNYA
383.6814688,221.5038384,BARBUNYA
355.990227,238.0628802,BARBUNYA
365.9156692,235.4520258,BARBUNYA
382.8587025,221.8744585,BARBUNYA
351.8617044,241.4055163,BARBUNYA
356.1705845,239.3348154,BARBUNYA
375.3199022,226.1009494,BARBUNYA
325.0822839,261.6285179,BARBUNYA
374.9274984,226.5619618,BARBUNYA
366.5646538,233.6356676,BARBUNYA
339.4009912,250.4302968,BARBUNYA
346.9797215,246.0212561,BARBUNYA
356.9693595,238.9235236,BARBUNYA
363.0668917,234.7617091,BARBUNYA
379.3587849,225.0951627,BARBUNYA
372.9684585,229.4178899,BARBUNYA
356.4977785,240.0874745,BARBUNYA
352.6405248,242.6009755,BARBUNYA
369.0277304,231.2796933,BARBUNYA
355.7803779,239.9274682,BARBUNYA
341.6177344,250.189667,BARBUNYA
339.8258945,251.6617416,BARBUNYA
373.7364857,228.2295645,BARBUNYA
340.0882559,251.1517016,BARBUNYA
357.1544817,239.7330337,BARBUNYA
382.8597507,224.0108652,BARBUNYA
336.4785036,255.1696498,BARBUNYA
370.0897582,231.6978532,BARBUNYA
370.0467248,231.3792165,BARBUNYA
369.7382109,232.5206522,BARBUNYA
359.9143208,238.5711697,BARBUNYA
403.1741023,213.0299277,BARBUNYA
367.1483309,233.5014956,BARBUNYA
369.4249515,232.3443475,BARBUNYA
369.9794541,231.738707,BARBUNYA
366.7312389,234.1429528,BARBUNYA
344.0350656,249.566195,BARBUNYA
384.4602675,223.3540083,BARBUNYA
401.7107937,214.1820639,BARBUNYA
374.417253,229.3012483,BARBUNYA
375.7874784,230.2702608,BARBUNYA
377.4220072,228.3895581,BARBUNYA
359.8362623,239.8736526,BARBUNYA
393.2619082,219.2954315,BARBUNYA
380.6478801,226.5663953,BARBUNYA
357.3101094,240.5337456,BARBUNYA
380.9752924,226.8285116,BARBUNYA
343.9890329,249.9889963,BARBUNYA
337.1366573,256.0264642,BARBUNYA
358.1463031,241.2795039,BARBUNYA
351.4178372,245.5381501,BARBUNYA
371.6322535,231.7486906,BARBUNYA
356.6686962,241.4833998,BARBUNYA
369.8283631,232.8346137,BARBUNYA
363.8119865,236.7499879,BARBUNYA
370.4864029,233.25416,BARBUNYA
353.036461,245.4218902,BARBUNYA
366.2396263,236.3578371,BARBUNYA
370.583891,233.3440463,BARBUNYA
345.8977452,250.2063846,BARBUNYA
368.6010689,234.2025027,BARBUNYA
353.627789,244.3069875,BARBUNYA
359.9504777,240.5130294,BARBUNYA
359.1836261,240.9037809,BARBUNYA
372.7653614,232.1322074,BARBUNYA
403.333845,214.9557913,BARBUNYA
344.1761834,253.0661384,BARBUNYA
355.0918227,243.8804044,BARBUNYA
364.4004204,238.5087834,BARBUNYA
353.3819208,245.8604981,BARBUNYA
388.5368326,222.9781567,BARBUNYA
389.9148165,222.0912704,BARBUNYA
372.7244725,232.5676809,BARBUNYA
376.5490121,230.2220141,BARBUNYA
340.589037,255.2594724,BARBUNYA
359.5833377,241.1931776,BARBUNYA
352.4252564,246.5565136,BARBUNYA
360.4515938,240.5559876,BARBUNYA
347.9688677,250.1699541,BARBUNYA
386.9878698,224.3231412,BARBUNYA
380.5696407,230.3304484,BARBUNYA
355.8995951,244.0281087,BARBUNYA
382.7137348,227.2306962,BARBUNYA
359.7313547,242.2025444,BARBUNYA
375.2806726,232.5483356,BARBUNYA
372.4735199,233.8952225,BARBUNYA
382.4985513,227.4918703,BARBUNYA
359.645249,241.6575618,BARBUNYA
368.9500199,235.4532033,BARBUNYA
357.7621194,243.6287019,BARBUNYA
356.1784502,244.3591834,BARBUNYA
377.382631,230.311324,BARBUNYA
344.7302088,253.3359902,BARBUNYA
358.2789264,242.6969575,BARBUNYA
352.5717043,250.020105,BARBUNYA
385.2334158,226.1422793,BARBUNYA
368.816598,237.0123116,BARBUNYA
377.096294,231.8006833,BARBUNYA
374.5396102,235.4399837,BARBUNYA
384.2915641,226.6177581,BARBUNYA
370.3681457,237.863792,BARBUNYA
344.2534021,254.0770123,BARBUNYA
350.8396851,248.4830485,BARBUNYA
374.6665939,232.8190821,BARBUNYA
381.5750796,229.1517604,BARBUNYA
363.0102959,240.8738472,BARBUNYA
364.7629557,239.0638114,BARBUNYA
344.6779154,253.653765,BARBUNYA
384.8935977,228.0712058,BARBUNYA
377.2814998,232.9329807,BARBUNYA
373.0703833,236.5103777,BARBUNYA
344.1346446,255.5808844,BARBUNYA
361.963668,243.2780493,BARBUNYA
349.3068275,249.9429178,BARBUNYA
339.4168594,257.4166226,BARBUNYA
359.0803258,243.5444419,BARBUNYA
355.9750129,245.6283703,BARBUNYA
367.7931032,238.7005824,BARBUNYA
360.1303413,242.9688457,BARBUNYA
369.5409241,236.6784967,BARBUNYA
369.4588388,237.8680867,BARBUNYA
360.4861043,243.5502784,BARBUNYA
326.932818,269.3799602,BARBUNYA
347.2563823,252.6546066,BARBUNYA
373.7116265,235.1590922,BARBUNYA
371.8093491,236.308153,BARBUNYA
359.0093548,244.4557801,BARBUNYA
354.6890078,247.5008261,BARBUNYA
353.7828834,248.6158763,BARBUNYA
373.3326894,235.5836317,BARBUNYA
383.9446161,228.9820536,BARBUNYA
368.6293354,239.0642829,BARBUNYA
324.8827085,270.189651,BARBUNYA
371.9794475,236.3442579,BARBUNYA
354.7442044,248.5069938,BARBUNYA
413.5414071,217.1072221,BARBUNYA
356.6368895,246.2047294,BARBUNYA
356.9580685,246.8182474,BARBUNYA
364.5529324,241.5708805,BARBUNYA
369.5564513,238.5738341,BARBUNYA
373.0537154,236.0557592,BARBUNYA
366.9452634,239.930232,BARBUNYA
381.0070496,231.0529832,BARBUNYA
368.5849917,238.6227999,BARBUNYA
378.0677526,233.0814857,BARBUNYA
370.5714742,237.6788411,BARBUNYA
373.103519,236.8188821,BARBUNYA
352.040944,249.9893272,BARBUNYA
391.5149719,225.3661337,BARBUNYA
369.3259433,238.3257423,BARBUNYA
373.4753858,236.54976,BARBUNYA
400.1190566,221.0364114,BARBUNYA
396.1407983,223.2682399,BARBUNYA
356.3549969,248.6214023,BARBUNYA
378.5480822,233.5553793,BARBUNYA
374.7026048,236.669232,BARBUNYA
339.7519042,260.2171529,BARBUNYA
379.8828948,232.8288057,BARBUNYA
353.100625,250.5911174,BARBUNYA
374.9121254,236.398999,BARBUNYA
373.5001394,237.3093375,BARBUNYA
365.565189,242.6596014,BARBUNYA
374.2182333,236.5689491,BARBUNYA
383.8567096,230.4881579,BARBUNYA
366.4129998,243.3562738,BARBUNYA
374.9551683,236.5010886,BARBUNYA
380.6194913,234.2548318,BARBUNYA
351.0587716,252.6363032,BARBUNYA
371.1624669,239.7106641,BARBUNYA
373.8295469,238.1459001,BARBUNYA
374.3445949,237.9838502,BARBUNYA
363.1792578,244.6659062,BARBUNYA
347.6635953,255.7337162,BARBUNYA
339.905328,260.9274305,BARBUNYA
341.4539825,260.8840029,BARBUNYA
363.9028039,244.2310606,BARBUNYA
352.2390497,252.6260486,BARBUNYA
367.0781473,242.0498115,BARBUNYA
385.7660295,230.724245,BARBUNYA
337.904661,264.6108926,BARBUNYA
361.7028949,245.9155265,BARBUNYA
390.0669854,228.7240767,BARBUNYA
370.4865925,240.0561473,BARBUNYA
345.328328,257.839721,BARBUNYA
340.8379227,261.4609765,BARBUNYA
385.5547428,231.6726386,BARBUNYA
387.1163104,231.1532909,BARBUNYA
367.5228762,242.7852957,BARBUNYA
361.0514468,247.359232,BARBUNYA
367.5514925,243.5373954,BARBUNYA
389.0487083,229.1127995,BARBUNYA
378.0915219,236.3665557,BARBUNYA
366.0105966,243.4048424,BARBUNYA
386.1316045,231.5513156,BARBUNYA
389.8557707,228.6714658,BARBUNYA
387.1043686,230.419673,BARBUNYA
368.8079483,242.6859011,BARBUNYA
367.4970117,243.0003603,BARBUNYA
379.312389,236.9762145,BARBUNYA
378.8776726,236.0335038,BARBUNYA
382.0247492,234.1121031,BARBUNYA
367.3811442,243.0767597,BARBUNYA
363.0341855,246.508518,BARBUNYA
372.3035743,240.1702667,BARBUNYA
363.109535,247.0075134,BARBUNYA
399.9040179,223.2810403,BARBUNYA
380.2886321,235.4672218,BARBUNYA
374.0286818,239.7954299,BARBUNYA
374.2831944,239.1490372,BARBUNYA
393.3433339,227.8881262,BARBUNYA
374.3931053,238.7871311,BARBUNYA
371.3716281,241.1225214,BARBUNYA
388.0247906,230.7070123,BARBUNYA
368.7215363,242.8384351,BARBUNYA
386.6028193,232.0908809,BARBUNYA
362.8565825,248.4165449,BARBUNYA
378.126483,237.3059218,BARBUNYA
398.9485458,226.3556467,BARBUNYA
391.716943,229.8640755,BARBUNYA
376.3267496,238.2937823,BARBUNYA
402.9134374,223.4911531,BARBUNYA
378.6510949,237.9097732,BARBUNYA
394.9477693,227.1444539,BARBUNYA
369.9593546,244.26955,BARBUNYA
371.2253173,243.1744321,BARBUNYA
379.72712,238.2954751,BARBUNYA
355.1204899,253.352096,BARBUNYA
371.4852201,242.9151071,BARBUNYA
371.0999685,243.2863133,BARBUNYA
352.4903476,255.6633402,BARBUNYA
368.1564035,244.5200089,BARBUNYA
394.6763972,228.3701261,BARBUNYA
383.8421793,235.4960879,BARBUNYA
391.0394844,230.8622717,BARBUNYA
367.6119462,245.7675337,BARBUNYA
378.2561005,238.6974409,BARBUNYA
397.1658639,227.278961,BARBUNYA
391.8333258,229.8707572,BARBUNYA
365.7678528,248.6908337,BARBUNYA
366.8499394,245.6730544,BARBUNYA
378.5744663,238.1779057,BARBUNYA
362.1831185,249.0396819,BARBUNYA
357.5221734,253.0866407,BARBUNYA
386.6199438,234.1002082,BARBUNYA
370.8191638,244.1548892,BARBUNYA
348.9139716,261.2204117,BARBUNYA
360.2270008,251.1336472,BARBUNYA
353.9548636,255.5403288,BARBUNYA
391.0066504,232.6839979,BARBUNYA
382.7790775,236.6469135,BARBUNYA
361.0201192,251.0130273,BARBUNYA
370.8645116,245.3433683,BARBUNYA
365.1088878,248.9703306,BARBUNYA
360.2367431,252.4336541,BARBUNYA
379.4987868,239.198684,BARBUNYA
375.6728603,241.1551967,BARBUNYA
376.0805924,241.6869288,BARBUNYA
392.8396131,230.6321683,BARBUNYA
397.4464963,228.9861356,BARBUNYA
383.9366687,236.9052898,BARBUNYA
366.8312188,247.4603974,BARBUNYA
381.6419625,237.9898042,BARBUNYA
354.5973513,256.0550703,BARBUNYA
376.9315917,240.6509865,BARBUNYA
376.2982279,241.221986,BARBUNYA
353.4357352,258.4528217,BARBUNYA
359.8341566,255.009528,BARBUNYA
345.968599,264.7407459,BARBUNYA
348.7025741,260.9807271,BARBUNYA
360.4960636,254.155122,BARBUNYA
371.7758415,245.2956185,BARBUNYA
391.5659601,232.5245225,BARBUNYA
387.3786075,236.5289153,BARBUNYA
386.6664679,235.8136101,BARBUNYA
377.31638,241.9376684,BARBUNYA
348.1377519,262.195098,BARBUNYA
339.36874,270.0722711,BARBUNYA
355.2270025,256.4724277,BARBUNYA
369.206449,248.4148551,BARBUNYA
374.7846255,244.4125876,BARBUNYA
341.3752204,267.5111633,BARBUNYA
378.2845234,241.7950749,BARBUNYA
379.7632629,240.4227113,BARBUNYA
368.1825732,248.6883647,BARBUNYA
388.3736617,234.9152463,BARBUNYA
372.0698312,245.1075814,BARBUNYA
386.9127318,235.8921157,BARBUNYA
365.203603,249.7958259,BARBUNYA
341.8985225,267.1090837,BARBUNYA
404.6052268,226.1113332,BARBUNYA
377.2378913,242.3102325,BARBUNYA
400.0596424,228.747662,BARBUNYA
399.3117342,229.1974357,BARBUNYA
386.2098794,236.771031,BARBUNYA
393.2833861,232.9271862,BARBUNYA
388.4951893,235.8801426,BARBUNYA
384.2721027,237.9093725,BARBUNYA
373.8467167,245.1558511,BARBUNYA
372.5711325,246.1656028,BARBUNYA
388.2167355,236.420938,BARBUNYA
384.7961566,238.5989724,BARBUNYA
372.3093685,246.4826821,BARBUNYA
415.6042125,220.5620776,BARBUNYA
360.1150078,254.1661686,BARBUNYA
353.4174388,259.7694409,BARBUNYA
367.0297945,250.0991472,BARBUNYA
376.0912027,243.9444327,BARBUNYA
363.4297866,253.4136732,BARBUNYA
360.632979,254.7127983,BARBUNYA
390.0164579,235.1184437,BARBUNYA
369.3024779,249.1299837,BARBUNYA
399.30305,230.4928248,BARBUNYA
379.3781848,241.8672178,BARBUNYA
379.7684961,242.1072507,BARBUNYA
376.4976777,243.9985594,BARBUNYA
388.5145897,237.0745041,BARBUNYA
402.3616319,229.4060673,BARBUNYA
380.233959,242.8633627,BARBUNYA
377.3505133,244.1189069,BARBUNYA
366.4219104,251.0428058,BARBUNYA
369.1103124,250.0378175,BARBUNYA
346.6950133,265.1115142,BARBUNYA
377.6167303,243.503876,BARBUNYA
392.2252141,235.7043101,BARBUNYA
400.9105867,231.0645069,BARBUNYA
375.9111693,245.4604219,BARBUNYA
377.8104376,243.8322799,BARBUNYA
376.0016113,246.3715409,BARBUNYA
367.9362959,251.7640547,BARBUNYA
399.9327552,230.9794486,BARBUNYA
375.5949146,245.3807653,BARBUNYA
395.0114428,233.360339,BARBUNYA
360.1199184,256.9792484,BARBUNYA
377.0354261,245.0295343,BARBUNYA
400.4867479,230.7281855,BARBUNYA
388.4766707,238.0663984,BARBUNYA
369.6112501,250.6756945,BARBUNYA
335.8512882,275.5786822,BARBUNYA
348.1291279,266.7534764,BARBUNYA
349.4805572,265.1379863,BARBUNYA
399.849623,231.0170136,BARBUNYA
412.4255676,225.2915918,BARBUNYA
386.0047317,239.8623866,BARBUNYA
403.7838785,229.7071155,BARBUNYA
378.0504781,246.5251457,BARBUNYA
381.5562405,243.6318267,BARBUNYA
397.2866435,234.5561319,BARBUNYA
397.2520371,233.3906432,BARBUNYA
394.5933711,234.8318162,BARBUNYA
358.201645,258.7451582,BARBUNYA
374.0242072,248.8097604,BARBUNYA
366.1897586,253.5604934,BARBUNYA
396.0606386,234.9417906,BARBUNYA
372.3997455,249.1056703,BARBUNYA
361.2907741,258.664936,BARBUNYA
393.2773329,236.8774717,BARBUNYA
378.0114378,246.1248438,BARBUNYA
364.2761238,255.115423,BARBUNYA
371.9103821,250.0233364,BARBUNYA
351.3973376,264.6197971,BARBUNYA
371.0464656,251.0071293,BARBUNYA
406.9631528,229.1976759,BARBUNYA
389.4012176,238.9101238,BARBUNYA
399.2799918,233.2505456,BARBUNYA
382.7319153,244.0928528,BARBUNYA
402.662888,231.4833922,BARBUNYA
378.7105394,246.2334718,BARBUNYA
374.693801,249.2941786,BARBUNYA
356.6933788,261.4526252,BARBUNYA
382.3034483,243.989139,BARBUNYA
378.1351805,246.944057,BARBUNYA
369.0461015,253.2377065,BARBUNYA
376.5884966,249.0108788,BARBUNYA
380.3600147,245.4184045,BARBUNYA
410.4364911,227.4694997,BARBUNYA
372.079469,251.2559076,BARBUNYA
357.1029914,262.2102919,BARBUNYA
367.8554795,255.7090088,BARBUNYA
373.3533521,250.6776512,BARBUNYA
385.0103595,242.2625761,BARBUNYA
371.9501875,251.3077429,BARBUNYA
375.2265882,249.668715,BARBUNYA
402.9536876,232.4006331,BARBUNYA
365.2722353,256.8899954,BARBUNYA
397.3118861,235.1378813,BARBUNYA
401.9699383,232.6695086,BARBUNYA
379.3120306,247.6354716,BARBUNYA
368.8511345,255.1156056,BARBUNYA
400.8524277,233.714887,BARBUNYA
363.7976463,257.664828,BARBUNYA
381.7712858,245.9856928,BARBUNYA
389.2834068,241.2232099,BARBUNYA
344.8326496,271.4886535,BARBUNYA
376.0807407,249.5667142,BARBUNYA
374.5447781,251.8095533,BARBUNYA
377.9944357,247.9504439,BARBUNYA
354.308875,265.507911,BARBUNYA
362.1862059,259.1482727,BARBUNYA
374.9920482,250.6295428,BARBUNYA
391.5904484,240.2026181,BARBUNYA
393.9251894,238.6648443,BARBUNYA
390.9581355,240.5775022,BARBUNYA
428.5121811,219.7080646,BARBUNYA
387.6075045,242.3368506,BARBUNYA
383.1261626,245.8605848,BARBUNYA
378.1779296,249.5971542,BARBUNYA
367.5997336,258.7821969,BARBUNYA
392.5088982,240.1750506,BARBUNYA
397.3697444,237.6445606,BARBUNYA
373.4753637,252.6569329,BARBUNYA
396.4265041,238.11329,BARBUNYA
404.1282392,233.6211914,BARBUNYA
363.6795049,259.5083294,BARBUNYA
397.7227442,237.1305104,BARBUNYA
369.354891,255.9715571,BARBUNYA
395.8821383,239.0689445,BARBUNYA
352.3956689,268.4079885,BARBUNYA
396.9097089,239.482934,BARBUNYA
383.2534395,246.6858243,BARBUNYA
382.4280774,248.6871939,BARBUNYA
393.0563417,240.7041059,BARBUNYA
400.5306373,236.3164665,BARBUNYA
377.3951736,251.4390236,BARBUNYA
401.5684115,237.9803503,BARBUNYA
408.9448865,231.8578197,BARBUNYA
369.0360907,257.734038,BARBUNYA
407.2304241,233.0212942,BARBUNYA
380.5872802,249.8268201,BARBUNYA
396.6460314,239.5846613,BARBUNYA
379.3921123,250.7613451,BARBUNYA
356.8890706,267.7683827,BARBUNYA
363.2833119,261.7500136,BARBUNYA
366.1088932,260.4763757,BARBUNYA
417.5080508,228.5486525,BARBUNYA
404.9604556,235.0267012,BARBUNYA
409.2814053,233.7182809,BARBUNYA
373.5049018,255.7186989,BARBUNYA
381.3988414,250.9818411,BARBUNYA
352.3274101,271.1416181,BARBUNYA
423.797634,225.4317118,BARBUNYA
389.2828127,245.7182688,BARBUNYA
365.5093153,261.7217922,BARBUNYA
367.6958053,259.6779415,BARBUNYA
385.6530932,249.1462037,BARBUNYA
385.5329639,248.4430483,BARBUNYA
398.3259517,240.4810747,BARBUNYA
373.0301535,256.024998,BARBUNYA
388.6936409,246.4553637,BARBUNYA
381.7460435,251.8354203,BARBUNYA
394.022912,242.8951514,BARBUNYA
370.1735995,258.9362535,BARBUNYA
399.9784317,239.5075109,BARBUNYA
390.4637189,245.0921566,BARBUNYA
391.4400061,245.826288,BARBUNYA
358.6643425,267.3510418,BARBUNYA
380.6775231,253.4433108,BARBUNYA
372.1528356,258.7489339,BARBUNYA
391.0597948,245.334784,BARBUNYA
407.9429151,236.0992561,BARBUNYA
403.3891291,238.4231269,BARBUNYA
392.5394922,244.9674984,BARBUNYA
407.2692514,235.985883,BARBUNYA
401.3775371,239.5164795,BARBUNYA
383.1388142,251.694014,BARBUNYA
371.6035604,258.655144,BARBUNYA
394.0366999,248.1902526,BARBUNYA
408.4086836,236.0432439,BARBUNYA
356.0365966,271.3339462,BARBUNYA
386.6434521,249.8017629,BARBUNYA
380.7410438,253.5632975,BARBUNYA
396.8985137,243.9247174,BARBUNYA
377.0555787,255.7796155,BARBUNYA
406.8328176,236.9368628,BARBUNYA
402.7975336,239.9578761,BARBUNYA
385.0406231,250.5891056,BARBUNYA
412.6335376,235.2610642,BARBUNYA
371.1089149,260.3265624,BARBUNYA
404.0895988,239.0063265,BARBUNYA
380.7445838,254.1714793,BARBUNYA
408.0759212,237.125046,BARBUNYA
394.2064883,245.7193692,BARBUNYA
368.0140302,262.7612246,BARBUNYA
389.2202343,248.5031087,BARBUNYA
367.9145312,263.1446424,BARBUNYA
390.0755693,248.1221037,BARBUNYA
415.7942564,232.7511871,BARBUNYA
381.6775635,254.8511075,BARBUNYA
364.9634589,265.3948536,BARBUNYA
409.7062235,236.3038694,BARBUNYA
402.9619969,240.9242054,BARBUNYA
361.0556651,268.9466595,BARBUNYA
372.0207639,261.7787545,BARBUNYA
377.2658014,257.4320968,BARBUNYA
396.8617552,244.9,BARBUNYA
393.8976883,245.7920119,BARBUNYA
379.5325031,256.6100138,BARBUNYA
384.6647554,253.412095,BARBUNYA
390.4287458,250.4580578,BARBUNYA
405.8348056,239.8552746,BARBUNYA
403.5801067,241.3428439,BARBUNYA
385.8250106,251.6534766,BARBUNYA
395.3319522,248.1753268,BARBUNYA
370.0119166,262.940445,BARBUNYA
408.9017364,237.9166891,BARBUNYA
379.0568007,257.0248846,BARBUNYA
384.0908865,254.2119629,BARBUNYA
394.7024531,246.7899736,BARBUNYA
403.7899116,241.4418177,BARBUNYA
415.4142707,235.1720675,BARBUNYA
387.1236111,251.8058607,BARBUNYA
384.8384545,254.3609427,BARBUNYA
370.7141126,263.9559258,BARBUNYA
374.26012,263.1436235,BARBUNYA
396.2521484,246.9683755,BARBUNYA
385.6338479,253.8097097,BARBUNYA
380.161688,257.7002423,BARBUNYA
393.1787016,248.4580121,BARBUNYA
423.8147902,230.933358,BARBUNYA
410.3366507,238.4400651,BARBUNYA
394.8820657,247.877357,BARBUNYA
399.4427584,245.4880306,BARBUNYA
371.6179349,264.3643057,BARBUNYA
363.0571425,269.5013743,BARBUNYA
391.9086699,250.243969,BARBUNYA
397.6171783,247.1648798,BARBUNYA
385.1193098,254.3494526,BARBUNYA
400.5433691,245.1387976,BARBUNYA
380.9286894,256.7573133,BARBUNYA
391.2416311,251.1584629,BARBUNYA
394.2964241,248.9873973,BARBUNYA
367.7125576,268.2932239,BARBUNYA
396.0083845,247.5292685,BARBUNYA
413.8137885,236.6652789,BARBUNYA
368.2968728,266.4882629,BARBUNYA
415.5122889,235.9464949,BARBUNYA
398.3228726,246.6602823,BARBUNYA
387.1340581,254.7372005,BARBUNYA
388.9391407,252.6599842,BARBUNYA
413.3606939,237.6076807,BARBUNYA
396.3590173,248.1558386,BARBUNYA
364.5500115,269.5723318,BARBUNYA
402.7253779,245.2669919,BARBUNYA
398.9042899,247.7669124,BARBUNYA
392.0032146,252.4476478,BARBUNYA
394.6981733,251.1657208,BARBUNYA
396.2326887,248.8317487,BARBUNYA
394.6531382,249.6290876,BARBUNYA
387.4660743,255.2800454,BARBUNYA
396.2378894,251.3573304,BARBUNYA
364.8569284,270.7538285,BARBUNYA
386.5125852,256.2132386,BARBUNYA
397.401991,248.7116453,BARBUNYA
416.5159754,239.3780854,BARBUNYA
400.1388351,248.4560947,BARBUNYA
428.9230129,231.9317687,BARBUNYA
361.2097371,275.01416,BARBUNYA
363.0595402,272.6594791,BARBUNYA
385.9260831,257.2722532,BARBUNYA
405.2793115,244.3628738,BARBUNYA
407.5307588,243.1571516,BARBUNYA
384.862785,257.3128981,BARBUNYA
403.5258333,245.6507674,BARBUNYA
386.3624877,259.7327489,BARBUNYA
401.7467361,247.3877496,BARBUNYA
381.3384405,260.2642666,BARBUNYA
403.2322686,246.4501018,BARBUNYA
409.9604281,242.8502039,BARBUNYA
401.0536846,248.347756,BARBUNYA
366.68607,273.4072184,BARBUNYA
397.7600751,251.9766019,BARBUNYA
413.4783417,241.6903031,BARBUNYA
379.4282692,262.7353851,BARBUNYA
418.699731,242.0044926,BARBUNYA
402.7518923,248.6246739,BARBUNYA
400.5241402,249.4304055,BARBUNYA
406.6826303,245.6847404,BARBUNYA
367.9499283,272.6156513,BARBUNYA
352.2447759,285.3473979,BARBUNYA
403.688173,248.8101911,BARBUNYA
393.0299837,254.9116868,BARBUNYA
380.0231477,264.8075786,BARBUNYA
423.8044852,236.3142944,BARBUNYA
416.1887826,242.2492974,BARBUNYA
382.8720741,262.094354,BARBUNYA
388.4329683,258.2775381,BARBUNYA
383.6299082,261.3541204,BARBUNYA
376.7077104,267.2532896,BARBUNYA
411.0149212,244.2806477,BARBUNYA
412.0149754,244.0177357,BARBUNYA
399.2833715,251.5902539,BARBUNYA
373.6630486,268.5560253,BARBUNYA
394.8395595,254.7369628,BARBUNYA
376.4923472,267.1436747,BARBUNYA
415.0856329,242.1995472,BARBUNYA
414.6113966,243.3587512,BARBUNYA
413.4667496,243.7606856,BARBUNYA
388.6458643,259.1222372,BARBUNYA
399.7921103,252.0228442,BARBUNYA
369.75215,272.8683884,BARBUNYA
378.9424118,266.2015611,BARBUNYA
428.4865065,235.1973086,BARBUNYA
382.0983336,263.828305,BARBUNYA
391.1573731,258.3241977,BARBUNYA
392.8222637,257.4770603,BARBUNYA
414.3293352,244.2396526,BARBUNYA
405.4557524,248.5061191,BARBUNYA
414.2250757,243.9172737,BARBUNYA
382.0721611,264.9678299,BARBUNYA
403.8090315,250.7525213,BARBUNYA
380.7458768,267.2953435,BARBUNYA
390.4522828,258.8339865,BARBUNYA
420.0452858,241.1781364,BARBUNYA
391.2536309,260.3970615,BARBUNYA
399.2101885,254.6710076,BARBUNYA
392.8401659,258.9016322,BARBUNYA
399.0865136,253.9701819,BARBUNYA
404.9254315,250.1697402,BARBUNYA
390.5260079,260.8831498,BARBUNYA
384.1038177,264.4901705,BARBUNYA
410.471774,248.306459,BARBUNYA
415.9245222,243.97465,BARBUNYA
393.1791912,258.7680507,BARBUNYA
371.6703988,273.0741723,BARBUNYA
407.1782582,249.7181315,BARBUNYA
386.1251508,263.5681659,BARBUNYA
399.2322776,255.9725168,BARBUNYA
384.9517294,264.5390641,BARBUNYA
394.7535936,258.281084,BARBUNYA
425.1604783,239.5172087,BARBUNYA
380.9404484,267.5498262,BARBUNYA
399.7272703,254.8191037,BARBUNYA
352.0899634,289.4997465,BARBUNYA
382.9131867,270.4233379,BARBUNYA
363.8330073,280.2539367,BARBUNYA
410.7433014,248.9338548,BARBUNYA
402.4864413,253.8281261,BARBUNYA
370.51982,275.6128445,BARBUNYA
395.7101113,258.4131871,BARBUNYA
385.280099,265.5568751,BARBUNYA
403.0061294,253.685414,BARBUNYA
404.4212334,253.2458473,BARBUNYA
393.6625627,260.4238339,BARBUNYA
369.8248818,277.4419153,BARBUNYA
398.6535152,257.7597309,BARBUNYA
394.2657354,261.41406,BARBUNYA
411.5015508,249.2263805,BARBUNYA
378.8245559,270.571108,BARBUNYA
