Area,Perimeter,Class,,,,,,,,,,,,,,
82710,1143.233,BARBUNYA,,,,,,,,,,,,,,
82805,1130.202,BARBUNYA,,,,,,,,,,,,,,
82845,1137.84,BARBUNYA,,,,,,,,,,,,,,
82869,1142.012,BARBUNYA,,,,,,,,,,,,,,
82877,1162.581,BARBUNYA,,,,,,,,,,,,,,
82885,1156.62,BARBUNYA,,,,,,,,,,,,,,
82952,1154.249,BARBUNYA,,,,,,,,,,,,,,
82998,1186.993,BARBUNYA,,,,,,,,,,,,,,
83008,1139.263,BARBUNYA,,,,,,,,,,,,,,
83112,1139.537,BARBUNYA,,,,,,,,,,,,,,
83117,1110.906,BARBUNYA,,,,,,,,,,,,,,
83127,1093.874,BARBUNYA,,,,,,,,,,,,,,
83168,1154.625,BARBUNYA,,,,,,,,,,,,,,
83175,1111.879,BARBUNYA,,,,,,,,,,,,,,
83203,1124.194,BARBUNYA,,,,,,,,,,,,,,
83242,1136.826,BARBUNYA,,,,,,,,,,,,,,
83334,1157.753,BARBUNYA,,,,,,,,,,,,,,
83470,1156.057,BARBUNYA,,,,,,,,,,,,,,
83492,1168.303,BARBUNYA,,,,,,,,,,,,,,
83580,1218.142,BARBUNYA,,,,,,,,,,,,,,
83735,1191.134,BARBUNYA,,,,,,,,,,,,,,
83906,1206.297,BARBUNYA,,,,,,,,,,,,,,
83982,1174.925,BARBUNYA,,,,,,,,,,,,,,
84005,1170.688,BARBUNYA,,,,,,,,,,,,,,
84049,1146.398,BARBUNYA,,,,,,,,,,,,,,
84154,1169.542,BARBUNYA,,,,,,,,,,,,,,
84171,1135.22,BARBUNYA,,,,,,,,,,,,,,
84185,1175.084,BARBUNYA,,,,,,,,,,,,,,
84221,1205.045,BARBUNYA,,,,,,,,,,,,,,
84228,1129.158,BARBUNYA,,,,,,,,,,,,,,
84292,1151.256,BARBUNYA,,,,,,,,,,,,,,
84334,1123.665,BARBUNYA,,,,,,,,,,,,,,
84390,1131.241,BARBUNYA,,,,,,,,,,,,,,
84439,1151.132,BARBUNYA,,,,,,,,,,,,,,
84523,1141.272,BARBUNYA,,,,,,,,,,,,,,
84566,1213.89,BARBUNYA,,,,,,,,,,,,,,
84569,1198.651,BARBUNYA,,,,,,,,,,,,,,
84584,1126.361,BARBUNYA,,,,,,,,,,,,,,
84664,1143.2,BARBUNYA,,,,,,,,,,,,,,
84700,1159.78,BARBUNYA,,,,,,,,,,,,,,
84975,1178.198,BARBUNYA,,,,,,,,,,,,,,
85083,1129.571,BARBUNYA,,,,,,,,,,,,,,
85099,1161.055,BARBUNYA,,,,,,,,,,,,,,
85477,1117.431,BARBUNYA,,,,,,,,,,,,,,
85505,1160.758,BARBUNYA,,,,,,,,,,,,,,
85561,1167.001,BARBUNYA,,,,,,,,,,,,,,
85567,1156.399,BARBUNYA,,,,,,,,,,,,,,
85601,1136.724,BARBUNYA,,,,,,,,,,,,,,
85695,1156.716,BARBUNYA,,,,,,,,,,,,,,
85728,1116.254,BARBUNYA,,,,,,,,,,,,,,
85816,1200.368,BARBUNYA,,,,,,,,,,,,,,
85886,1149.584,BARBUNYA,,,,,,,,,,,,,,
85890,1152.016,BARBUNYA,,,,,,,,,,,,,,
85895,1173.178,BARBUNYA,,,,,,,,,,,,,,
85914,1125.237,BARBUNYA,,,,,,,,,,,,,,
86044,1181.857,BARBUNYA,,,,,,,,,,,,,,
86088,1215.805,BARBUNYA,,,,,,,,,,,,,,
86131,1137.663,BARBUNYA,,,,,,,,,,,,,,
86145,1130.325,BARBUNYA,,,,,,,,,,,,,,
86190,1215.677,BARBUNYA,,,,,,,,,,,,,,
86246,1179.304,BARBUNYA,,,,,,,,,,,,,,
86498,1145.822,BARBUNYA,,,,,,,,,,,,,,
86530,1150.904,BARBUNYA,,,,,,,,,,,,,,
86593,1178.19,BARBUNYA,,,,,,,,,,,,,,
86769,1135.185,BARBUNYA,,,,,,,,,,,,,,
86838,1185.231,BARBUNYA,,,,,,,,,,,,,,
86940,1118.525,BARBUNYA,,,,,,,,,,,,,,
86975,1181.978,BARBUNYA,,,,,,,,,,,,,,
87072,1194.135,BARBUNYA,,,,,,,,,,,,,,
87137,1243.283,BARBUNYA,,,,,,,,,,,,,,
87149,1189.561,BARBUNYA,,,,,,,,,,,,,,
87240,1252.96,BARBUNYA,,,,,,,,,,,,,,
87516,1210.109,BARBUNYA,,,,,,,,,,,,,,
87552,1155.741,BARBUNYA,,,,,,,,,,,,,,
87691,1135.452,BARBUNYA,,,,,,,,,,,,,,
87745,1179.474,BARBUNYA,,,,,,,,,,,,,,
87837,1180.408,BARBUNYA,,,,,,,,,,,,,,
87968,1147.645,BARBUNYA,,,,,,,,,,,,,,
88103,1224.156,BARBUNYA,,,,,,,,,,,,,,
88387,1188.866,BARBUNYA,,,,,,,,,,,,,,
88389,1123.692,BARBUNYA,,,,,,,,,,,,,,
88455,1228.134,BARBUNYA,,,,,,,,,,,,,,
88631,1174.734,BARBUNYA,,,,,,,,,,,,,,
88647,1194.981,BARBUNYA,,,,,,,,,,,,,,
88811,1234.396,BARBUNYA,,,,,,,,,,,,,,
88907,1210.626,BARBUNYA,,,,,,,,,,,,,,
89235,1197.862,BARBUNYA,,,,,,,,,,,,,,
89239,1143.46,BARBUNYA,,,,,,,,,,,,,,
89248,1226.968,BARBUNYA,,,,,,,,,,,,,,
89356,1293.204,BARBUNYA,,,,,,,,,,,,,,
89692,1240.715,BARBUNYA,,,,,,,,,,,,,,
89817,1219.789,BARBUNYA,,,,,,,,,,,,,,
89968,1233.517,BARBUNYA,,,,,,,,,,,,,,
90015,1167.663,BARBUNYA,,,,,,,,,,,,,,
90176,1181.556,BARBUNYA,,,,,,,,,,,,,,
90231,1159.796,BARBUNYA,,,,,,,,,,,,,,
90260,1196.254,BARBUNYA,,,,,,,,,,,,,,
90264,1178.124,BARBUNYA,,,,,,,,,,,,,,
90481,1198.799,BARBUNYA,,,,,,,,,,,,,,
90494,1208.656,BARBUNYA,,,,,,,,,,,,,,
90508,1206.111,BARBUNYA,,,,,,,,,,,,,,
90599,1182.444,BARBUNYA,,,,,,,,,,,,,,
90605,1257.955,BARBUNYA,,,,,,,,,,,,,,
90639,1168.399,BARBUNYA,,,,,,,,,,,,,,
90997,1245.103,BARBUNYA,,,,,,,,,,,,,,
91010,1196.528,BARBUNYA,,,,,,,,,,,,,,
91233,1271.386,BARBUNYA,,,,,,,,,,,,,,
91571,1179.116,BARBUNYA,,,,,,,,,,,,,,
91582,1202.076,BARBUNYA,,,,,,,,,,,,,,
91671,1251.82,BARBUNYA,,,,,,,,,,,,,,
91678,1214.367,BARBUNYA,,,,,,,,,,,,,,
91870,1286.118,BARBUNYA,,,,,,,,,,,,,,
92041,1193.866,BARBUNYA,,,,,,,,,,,,,,
92169,1153.456,BARBUNYA,,,,,,,,,,,,,,
92981,1209.112,BARBUNYA,,,,,,,,,,,,,,
93084,1338.893,BARBUNYA,,,,,,,,,,,,,,
93262,1206.743,BARBUNYA,,,,,,,,,,,,,,
93336,1169.293,BARBUNYA,,,,,,,,,,,,,,
93368,1170.46,BARBUNYA,,,,,,,,,,,,,,
93548,1241.752,BARBUNYA,,,,,,,,,,,,,,
94187,1189.983,BARBUNYA,,,,,,,,,,,,,,
94287,1217.589,BARBUNYA,,,,,,,,,,,,,,
94651,1199.819,BARBUNYA,,,,,,,,,,,,,,
95349,1276.178,BARBUNYA,,,,,,,,,,,,,,
95737,1284.958,BARBUNYA,,,,,,,,,,,,,,
95824,1306.551,BARBUNYA,,,,,,,,,,,,,,
96192,1220.012,BARBUNYA,,,,,,,,,,,,,,
96319,1252.315,BARBUNYA,,,,,,,,,,,,,,
97054,1265.438,BARBUNYA,,,,,,,,,,,,,,
97060,1246.469,BARBUNYA,,,,,,,,,,,,,,
97746,1326.664,BARBUNYA,,,,,,,,,,,,,,
98277,1289.679,BARBUNYA,,,,,,,,,,,,,,
100846,1297.77,BARBUNYA,,,,,,,,,,,,,,
102015,1271.97,BARBUNYA,,,,,,,,,,,,,,
102379,1296.377,BARBUNYA,,,,,,,,,,,,,,
105542,1265.623,BARBUNYA,,,,,,,,,,,,,,
115967,1359.763,BARBUNYA,,,,,,,,,,,,,,
114004,1279.356,BOMBAY,,,,,,,,,,,,,,
117034,1265.926,BOMBAY,,,,,,,,,,,,,,
126503,1326.959,BOMBAY,,,,,,,,,,,,,,
128118,1360.135,BOMBAY,,,,,,,,,,,,,,
129409,1348.888,BOMBAY,,,,,,,,,,,,,,
129807,1356.314,BOMBAY,,,,,,,,,,,,,,
130070,1362.228,BOMBAY,,,,,,,,,,,,,,
131249,1374.898,BOMBAY,,,,,,,,,,,,,,
131488,1368.233,BOMBAY,,,,,,,,,,,,,,
132254,1358.189,BOMBAY,,,,,,,,,,,,,,
132399,1335.884,BOMBAY,,,,,,,,,,,,,,
132851,1369.46,BOMBAY,,,,,,,,,,,,,,
132889,1373.51,BOMBAY,,,,,,,,,,,,,,
133760,1369.738,BOMBAY,,,,,,,,,,,,,,
134012,1385.807,BOMBAY,,,,,,,,,,,,,,
134251,1391.532,BOMBAY,,,,,,,,,,,,,,
135222,1371.667,BOMBAY,,,,,,,,,,,,,,
135403,1381.938,BOMBAY,,,,,,,,,,,,,,
135898,1385.644,BOMBAY,,,,,,,,,,,,,,
137075,1432.713,BOMBAY,,,,,,,,,,,,,,
137115,1427.056,BOMBAY,,,,,,,,,,,,,,
137358,1364.645,BOMBAY,,,,,,,,,,,,,,
137518,1417.944,BOMBAY,,,,,,,,,,,,,,
137748,1389.634,BOMBAY,,,,,,,,,,,,,,
137890,1410.302,BOMBAY,,,,,,,,,,,,,,
138059,1459.686,BOMBAY,,,,,,,,,,,,,,
138114,1368.731,BOMBAY,,,,,,,,,,,,,,
138244,1395.699,BOMBAY,,,,,,,,,,,,,,
138265,1396.139,BOMBAY,,,,,,,,,,,,,,
138659,1415.439,BOMBAY,,,,,,,,,,,,,,
138777,1403.006,BOMBAY,,,,,,,,,,,,,,
138976,1404.377,BOMBAY,,,,,,,,,,,,,,
139523,1410.901,BOMBAY,,,,,,,,,,,,,,
139639,1379.183,BOMBAY,,,,,,,,,,,,,,
139686,1402.293,BOMBAY,,,,,,,,,,,,,,
139841,1430.241,BOMBAY,,,,,,,,,,,,,,
140313,1432.029,BOMBAY,,,,,,,,,,,,,,
140867,1414.336,BOMBAY,,,,,,,,,,,,,,
140964,1425.6,BOMBAY,,,,,,,,,,,,,,
141385,1429.427,BOMBAY,,,,,,,,,,,,,,
141519,1442.904,BOMBAY,,,,,,,,,,,,,,
141850,1432.847,BOMBAY,,,,,,,,,,,,,,
141953,1402.05,BOMBAY,,,,,,,,,,,,,,
142154,1378.113,BOMBAY,,,,,,,,,,,,,,
142238,1425.362,BOMBAY,,,,,,,,,,,,,,
142399,1430.275,BOMBAY,,,,,,,,,,,,,,
142592,1408.745,BOMBAY,,,,,,,,,,,,,,
143603,1405.207,BOMBAY,,,,,,,,,,,,,,
144058,1463.258,BOMBAY,,,,,,,,,,,,,,
144079,1462.012,BOMBAY,,,,,,,,,,,,,,
144083,1416.894,BOMBAY,,,,,,,,,,,,,,
144404,1444.937,BOMBAY,,,,,,,,,,,,,,
144458,1440.778,BOMBAY,,,,,,,,,,,,,,
144704,1442.997,BOMBAY,,,,,,,,,,,,,,
145163,1449.277,BOMBAY,,,,,,,,,,,,,,
145285,1440.991,BOMBAY,,,,,,,,,,,,,,
145339,1465.758,BOMBAY,,,,,,,,,,,,,,
145886,1438.541,BOMBAY,,,,,,,,,,,,,,
146007,1466.009,BOMBAY,,,,,,,,,,,,,,
146015,1454.654,BOMBAY,,,,,,,,,,,,,,
146153,1476.383,BOMBAY,,,,,,,,,,,,,,
146154,1460.105,BOMBAY,,,,,,,,,,,,,,
146328,1476.39,BOMBAY,,,,,,,,,,,,,,
146521,1478.21,BOMBAY,,,,,,,,,,,,,,
146618,1460.102,BOMBAY,,,,,,,,,,,,,,
146862,1422.934,BOMBAY,,,,,,,,,,,,,,
146976,1463.469,BOMBAY,,,,,,,,,,,,,,
147030,1444.299,BOMBAY,,,,,,,,,,,,,,
147044,1438.437,BOMBAY,,,,,,,,,,,,,,
147218,1459.129,BOMBAY,,,,,,,,,,,,,,
147288,1469.066,BOMBAY,,,,,,,,,,,,,,
147827,1452.182,BOMBAY,,,,,,,,,,,,,,
147930,1439.844,BOMBAY,,,,,,,,,,,,,,
148325,1454.931,BOMBAY,,,,,,,,,,,,,,
148827,1503.932,BOMBAY,,,,,,,,,,,,,,
148931,1403.498,BOMBAY,,,,,,,,,,,,,,
149231,1447.234,BOMBAY,,,,,,,,,,,,,,
149264,1501.818,BOMBAY,,,,,,,,,,,,,,
149462,1505.818,BOMBAY,,,,,,,,,,,,,,
149824,1454.249,BOMBAY,,,,,,,,,,,,,,
149941,1485.141,BOMBAY,,,,,,,,,,,,,,
150168,1474.752,BOMBAY,,,,,,,,,,,,,,
150169,1496.077,BOMBAY,,,,,,,,,,,,,,
150467,1474.074,BOMBAY,,,,,,,,,,,,,,
150648,1489.751,BOMBAY,,,,,,,,,,,,,,
150664,1500.495,BOMBAY,,,,,,,,,,,,,,
150738,1465.681,BOMBAY,,,,,,,,,,,,,,
151012,1488.97,BOMBAY,,,,,,,,,,,,,,
151014,1456.767,BOMBAY,,,,,,,,,,,,,,
151091,1464.044,BOMBAY,,,,,,,,,,,,,,
151590,1499.481,BOMBAY,,,,,,,,,,,,,,
151876,1469.108,BOMBAY,,,,,,,,,,,,,,
152063,1455.551,BOMBAY,,,,,,,,,,,,,,
152089,1489.976,BOMBAY,,,,,,,,,,,,,,
152533,1504.648,BOMBAY,,,,,,,,,,,,,,
152816,1455.529,BOMBAY,,,,,,,,,,,,,,
152869,1475.473,BOMBAY,,,,,,,,,,,,,,
152884,1469.576,BOMBAY,,,,,,,,,,,,,,
152952,1477.762,BOMBAY,,,,,,,,,,,,,,
153075,1456.617,BOMBAY,,,,,,,,,,,,,,
153237,1527.853,BOMBAY,,,,,,,,,,,,,,
153261,1457.451,BOMBAY,,,,,,,,,,,,,,
153287,1484.785,BOMBAY,,,,,,,,,,,,,,
153644,1506.502,BOMBAY,,,,,,,,,,,,,,
153885,1491.351,BOMBAY,,,,,,,,,,,,,,
153971,1476.91,BOMBAY,,,,,,,,,,,,,,
154029,1525.752,BOMBAY,,,,,,,,,,,,,,
154160,1479.127,BOMBAY,,,,,,,,,,,,,,
154364,1481.35,BOMBAY,,,,,,,,,,,,,,
154568,1481.09,BOMBAY,,,,,,,,,,,,,,
154706,1468.379,BOMBAY,,,,,,,,,,,,,,
154721,1475.51,BOMBAY,,,,,,,,,,,,,,
154727,1478.08,BOMBAY,,,,,,,,,,,,,,
154772,1499.695,BOMBAY,,,,,,,,,,,,,,
154875,1532.26,BOMBAY,,,,,,,,,,,,,,
155088,1485.027,BOMBAY,,,,,,,,,,,,,,
155247,1508.453,BOMBAY,,,,,,,,,,,,,,
155333,1491.933,BOMBAY,,,,,,,,,,,,,,
155439,1530.105,BOMBAY,,,,,,,,,,,,,,
155524,1523.825,BOMBAY,,,,,,,,,,,,,,
155913,1510.721,BOMBAY,,,,,,,,,,,,,,
155917,1507.244,BOMBAY,,,,,,,,,,,,,,
156041,1480.302,BOMBAY,,,,,,,,,,,,,,
156138,1492.597,BOMBAY,,,,,,,,,,,,,,
156182,1527.693,BOMBAY,,,,,,,,,,,,,,
156208,1462,BOMBAY,,,,,,,,,,,,,,
156250,1509.428,BOMBAY,,,,,,,,,,,,,,
156343,1506.752,BOMBAY,,,,,,,,,,,,,,
156513,1500.447,BOMBAY,,,,,,,,,,,,,,
156593,1478.855,BOMBAY,,,,,,,,,,,,,,
156645,1504.799,BOMBAY,,,,,,,,,,,,,,
156910,1480.479,BOMBAY,,,,,,,,,,,,,,
156974,1473.74,BOMBAY,,,,,,,,,,,,,,
157119,1483.123,BOMBAY,,,,,,,,,,,,,,
157128,1534.971,BOMBAY,,,,,,,,,,,,,,
157188,1515.306,BOMBAY,,,,,,,,,,,,,,
157309,1514.284,BOMBAY,,,,,,,,,,,,,,
157321,1562.231,BOMBAY,,,,,,,,,,,,,,
157579,1512.321,BOMBAY,,,,,,,,,,,,,,
157613,1470.934,BOMBAY,,,,,,,,,,,,,,
157916,1508.395,BOMBAY,,,,,,,,,,,,,,
158001,1493.196,BOMBAY,,,,,,,,,,,,,,
158083,1508.225,BOMBAY,,,,,,,,,,,,,,
158140,1564.995,BOMBAY,,,,,,,,,,,,,,
158438,1527.5,BOMBAY,,,,,,,,,,,,,,
158935,1504.266,BOMBAY,,,,,,,,,,,,,,
159048,1511.124,BOMBAY,,,,,,,,,,,,,,
159120,1527.535,BOMBAY,,,,,,,,,,,,,,
159200,1537.846,BOMBAY,,,,,,,,,,,,,,
159247,1521.882,BOMBAY,,,,,,,,,,,,,,
159369,1510.578,BOMBAY,,,,,,,,,,,,,,
159402,1508.083,BOMBAY,,,,,,,,,,,,,,
159596,1509.379,BOMBAY,,,,,,,,,,,,,,
159638,1502.314,BOMBAY,,,,,,,,,,,,,,
159689,1538.969,BOMBAY,,,,,,,,,,,,,,
159694,1511.595,BOMBAY,,,,,,,,,,,,,,
159806,1560.008,BOMBAY,,,,,,,,,,,,,,
160141,1531.84,BOMBAY,,,,,,,,,,,,,,
160250,1511.116,BOMBAY,,,,,,,,,,,,,,
160273,1550.026,BOMBAY,,,,,,,,,,,,,,
160359,1496.093,BOMBAY,,,,,,,,,,,,,,
160568,1505.45,BOMBAY,,,,,,,,,,,,,,
160641,1514.903,BOMBAY,,,,,,,,,,,,,,
160687,1513.858,BOMBAY,,,,,,,,,,,,,,
161008,1496.088,BOMBAY,,,,,,,,,,,,,,
161473,1556.283,BOMBAY,,,,,,,,,,,,,,
161534,1532.14,BOMBAY,,,,,,,,,,,,,,
161579,1502.815,BOMBAY,,,,,,,,,,,,,,
161603,1533.725,BOMBAY,,,,,,,,,,,,,,
162012,1528.138,BOMBAY,,,,,,,,,,,,,,
162019,1575.185,BOMBAY,,,,,,,,,,,,,,
162230,1486.167,BOMBAY,,,,,,,,,,,,,,
162310,1574.43,BOMBAY,,,,,,,,,,,,,,
162374,1557.833,BOMBAY,,,,,,,,,,,,,,
162493,1517.497,BOMBAY,,,,,,,,,,,,,,
162787,1570.975,BOMBAY,,,,,,,,,,,,,,
162820,1525.029,BOMBAY,,,,,,,,,,,,,,
162866,1518.137,BOMBAY,,,,,,,,,,,,,,
163117,1524.028,BOMBAY,,,,,,,,,,,,,,
163329,1542.364,BOMBAY,,,,,,,,,,,,,,
163401,1564.022,BOMBAY,,,,,,,,,,,,,,
163479,1560.254,BOMBAY,,,,,,,,,,,,,,
163558,1524.86,BOMBAY,,,,,,,,,,,,,,
163850,1525.584,BOMBAY,,,,,,,,,,,,,,
164103,1561.374,BOMBAY,,,,,,,,,,,,,,
164154,1532.775,BOMBAY,,,,,,,,,,,,,,
164201,1560.469,BOMBAY,,,,,,,,,,,,,,
164326,1532.137,BOMBAY,,,,,,,,,,,,,,
164455,1536.579,BOMBAY,,,,,,,,,,,,,,
164498,1591.267,BOMBAY,,,,,,,,,,,,,,
164571,1551.378,BOMBAY,,,,,,,,,,,,,,
164596,1550.902,BOMBAY,,,,,,,,,,,,,,
164670,1590.236,BOMBAY,,,,,,,,,,,,,,
164698,1546.544,BOMBAY,,,,,,,,,,,,,,
164719,1536.308,BOMBAY,,,,,,,,,,,,,,
164968,1551.497,BOMBAY,,,,,,,,,,,,,,
164981,1541.203,BOMBAY,,,,,,,,,,,,,,
164983,1530.766,BOMBAY,,,,,,,,,,,,,,
165004,1583.383,BOMBAY,,,,,,,,,,,,,,
165330,1540.253,BOMBAY,,,,,,,,,,,,,,
165366,1566.762,BOMBAY,,,,,,,,,,,,,,
165397,1538.645,BOMBAY,,,,,,,,,,,,,,
165817,1563.293,BOMBAY,,,,,,,,,,,,,,
165855,1538.592,BOMBAY,,,,,,,,,,,,,,
165950,1572.499,BOMBAY,,,,,,,,,,,,,,
166007,1524.336,BOMBAY,,,,,,,,,,,,,,
166208,1531.455,BOMBAY,,,,,,,,,,,,,,
166256,1577.223,BOMBAY,,,,,,,,,,,,,,
166265,1527.732,BOMBAY,,,,,,,,,,,,,,
166343,1555.367,BOMBAY,,,,,,,,,,,,,,
166458,1576.623,BOMBAY,,,,,,,,,,,,,,
166639,1586.606,BOMBAY,,,,,,,,,,,,,,
166654,1529.386,BOMBAY,,,,,,,,,,,,,,
166686,1562.858,BOMBAY,,,,,,,,,,,,,,
166757,1565.85,BOMBAY,,,,,,,,,,,,,,
166862,1545.005,BOMBAY,,,,,,,,,,,,,,
167124,1525.144,BOMBAY,,,,,,,,,,,,,,
167176,1594.156,BOMBAY,,,,,,,,,,,,,,
167321,1578.125,BOMBAY,,,,,,,,,,,,,,
167563,1560.256,BOMBAY,,,,,,,,,,,,,,
168165,1588.556,BOMBAY,,,,,,,,,,,,,,
168226,1567.559,BOMBAY,,,,,,,,,,,,,,
168313,1526.465,BOMBAY,,,,,,,,,,,,,,
168315,1604.519,BOMBAY,,,,,,,,,,,,,,
168344,1550.635,BOMBAY,,,,,,,,,,,,,,
168405,1546.583,BOMBAY,,,,,,,,,,,,,,
168514,1547.595,BOMBAY,,,,,,,,,,,,,,
168532,1539.35,BOMBAY,,,,,,,,,,,,,,
168684,1534.945,BOMBAY,,,,,,,,,,,,,,
168736,1555.86,BOMBAY,,,,,,,,,,,,,,
168744,1573.509,BOMBAY,,,,,,,,,,,,,,
168972,1604.737,BOMBAY,,,,,,,,,,,,,,
169004,1546.598,BOMBAY,,,,,,,,,,,,,,
169030,1570.87,BOMBAY,,,,,,,,,,,,,,
169095,1529.214,BOMBAY,,,,,,,,,,,,,,
169128,1572.037,BOMBAY,,,,,,,,,,,,,,
169165,1581.568,BOMBAY,,,,,,,,,,,,,,
169310,1542.564,BOMBAY,,,,,,,,,,,,,,
169361,1602.094,BOMBAY,,,,,,,,,,,,,,
169410,1566.793,BOMBAY,,,,,,,,,,,,,,
169553,1587.35,BOMBAY,,,,,,,,,,,,,,
169559,1575.747,BOMBAY,,,,,,,,,,,,,,
169969,1592.346,BOMBAY,,,,,,,,,,,,,,
170021,1556.114,BOMBAY,,,,,,,,,,,,,,
170067,1545.389,BOMBAY,,,,,,,,,,,,,,
170146,1599.868,BOMBAY,,,,,,,,,,,,,,
170186,1602.527,BOMBAY,,,,,,,,,,,,,,
170292,1550.861,BOMBAY,,,,,,,,,,,,,,
170598,1620.307,BOMBAY,,,,,,,,,,,,,,
170659,1555.849,BOMBAY,,,,,,,,,,,,,,
170711,1565.459,BOMBAY,,,,,,,,,,,,,,
170723,1599.105,BOMBAY,,,,,,,,,,,,,,
170889,1600.63,BOMBAY,,,,,,,,,,,,,,
171028,1553.271,BOMBAY,,,,,,,,,,,,,,
171035,1631.451,BOMBAY,,,,,,,,,,,,,,
171055,1550.608,BOMBAY,,,,,,,,,,,,,,
171116,1598.192,BOMBAY,,,,,,,,,,,,,,
171217,1599.366,BOMBAY,,,,,,,,,,,,,,
171230,1557.612,BOMBAY,,,,,,,,,,,,,,
171308,1592.272,BOMBAY,,,,,,,,,,,,,,
171423,1547.307,BOMBAY,,,,,,,,,,,,,,
171566,1554.742,BOMBAY,,,,,,,,,,,,,,
171620,1583.298,BOMBAY,,,,,,,,,,,,,,
171708,1535.096,BOMBAY,,,,,,,,,,,,,,
171799,1542.958,BOMBAY,,,,,,,,,,,,,,
171896,1565.283,BOMBAY,,,,,,,,,,,,,,
171914,1595.676,BOMBAY,,,,,,,,,,,,,,
171994,1534.393,BOMBAY,,,,,,,,,,,,,,
172005,1556.172,BOMBAY,,,,,,,,,,,,,,
172351,1588.837,BOMBAY,,,,,,,,,,,,,,
172359,1545.501,BOMBAY,,,,,,,,,,,,,,
172546,1574.542,BOMBAY,,,,,,,,,,,,,,
172746,1599.927,BOMBAY,,,,,,,,,,,,,,
172941,1635.318,BOMBAY,,,,,,,,,,,,,,
172967,1599.26,BOMBAY,,,,,,,,,,,,,,
173108,1591.411,BOMBAY,,,,,,,,,,,,,,
173366,1577.459,BOMBAY,,,,,,,,,,,,,,
173392,1608.021,BOMBAY,,,,,,,,,,,,,,
173520,1589.015,BOMBAY,,,,,,,,,,,,,,
173809,1558.175,BOMBAY,,,,,,,,,,,,,,
173967,1605.55,BOMBAY,,,,,,,,,,,,,,
174024,1563.305,BOMBAY,,,,,,,,,,,,,,
174090,1619.733,BOMBAY,,,,,,,,,,,,,,
174091,1588.111,BOMBAY,,,,,,,,,,,,,,
174325,1617.626,BOMBAY,,,,,,,,,,,,,,
174465,1578.182,BOMBAY,,,,,,,,,,,,,,
174621,1591.312,BOMBAY,,,,,,,,,,,,,,
174668,1618.159,BOMBAY,,,,,,,,,,,,,,
174927,1615.125,BOMBAY,,,,,,,,,,,,,,
175054,1619.861,BOMBAY,,,,,,,,,,,,,,
175144,1584.943,BOMBAY,,,,,,,,,,,,,,
175276,1595.654,BOMBAY,,,,,,,,,,,,,,
175387,1587.972,BOMBAY,,,,,,,,,,,,,,
175512,1606.945,BOMBAY,,,,,,,,,,,,,,
175545,1617.952,BOMBAY,,,,,,,,,,,,,,
175717,1585.869,BOMBAY,,,,,,,,,,,,,,
175738,1572.654,BOMBAY,,,,,,,,,,,,,,
175822,1591.722,BOMBAY,,,,,,,,,,,,,,
175965,1569.123,BOMBAY,,,,,,,,,,,,,,
176119,1613.423,BOMBAY,,,,,,,,,,,,,,
176276,1616.13,BOMBAY,,,,,,,,,,,,,,
176352,1626.129,BOMBAY,,,,,,,,,,,,,,
176478,1581.113,BOMBAY,,,,,,,,,,,,,,
176492,1593.206,BOMBAY,,,,,,,,,,,,,,
176521,1635.591,BOMBAY,,,,,,,,,,,,,,
176570,1601.037,BOMBAY,,,,,,,,,,,,,,
176818,1633.063,BOMBAY,,,,,,,,,,,,,,
176826,1632.597,BOMBAY,,,,,,,,,,,,,,
176920,1640.204,BOMBAY,,,,,,,,,,,,,,
176994,1647.738,BOMBAY,,,,,,,,,,,,,,
177711,1607.597,BOMBAY,,,,,,,,,,,,,,
177713,1616.237,BOMBAY,,,,,,,,,,,,,,
177893,1612.656,BOMBAY,,,,,,,,,,,,,,
177906,1637.486,BOMBAY,,,,,,,,,,,,,,
178043,1635.951,BOMBAY,,,,,,,,,,,,,,
178177,1609.793,BOMBAY,,,,,,,,,,,,,,
178200,1593.538,BOMBAY,,,,,,,,,,,,,,
178573,1634.814,BOMBAY,,,,,,,,,,,,,,
178603,1614.083,BOMBAY,,,,,,,,,,,,,,
178848,1643.858,BOMBAY,,,,,,,,,,,,,,
179122,1642.56,BOMBAY,,,,,,,,,,,,,,
179166,1593.298,BOMBAY,,,,,,,,,,,,,,
179180,1624.796,BOMBAY,,,,,,,,,,,,,,
179387,1617.553,BOMBAY,,,,,,,,,,,,,,
179474,1655.841,BOMBAY,,,,,,,,,,,,,,
179496,1606.14,BOMBAY,,,,,,,,,,,,,,
179725,1592.405,BOMBAY,,,,,,,,,,,,,,
179759,1663.533,BOMBAY,,,,,,,,,,,,,,
180012,1635.838,BOMBAY,,,,,,,,,,,,,,
180028,1630.826,BOMBAY,,,,,,,,,,,,,,
180089,1610.86,BOMBAY,,,,,,,,,,,,,,
180097,1628.676,BOMBAY,,,,,,,,,,,,,,
180261,1594.528,BOMBAY,,,,,,,,,,,,,,
180547,1649.901,BOMBAY,,,,,,,,,,,,,,
180805,1631.287,BOMBAY,,,,,,,,,,,,,,
180948,1578.418,BOMBAY,,,,,,,,,,,,,,
181020,1593.456,BOMBAY,,,,,,,,,,,,,,
181118,1654.091,BOMBAY,,,,,,,,,,,,,,
181168,1672.524,BOMBAY,,,,,,,,,,,,,,
181181,1601.361,BOMBAY,,,,,,,,,,,,,,
